Player ,teamID,avg ,gp,gs ,ab ,r ,h ,2b ,3b ,hr ,rbi ,tb ,slg% ,bb ,hbp ,so ,gdp ,ob% ,sf ,sh ,sb,att ,year
Andy Briggs,LUT,0.269,36,36,119,17,32,4,0,0,16,36,0.303,14,1,14,4,0.351,0,3,4,7,2013
Ethan Hale,SIM,0.266,41,39,139,19,37,7,0,0,21,44,0.317,12,5,22,1,0.342,2,3,5,7,2013
Jordan Judkins,CEN,0.263,41,41,137,27,36,2,0,0,19,38,0.277,19,4,16,4,0.369,0,8,8,9,2013
Patton Hofer,COE,0.26,42,42,131,20,34,8,1,0,22,44,0.336,6,5,20,0,0.31,3,6,13,14,2013
Ryan Scheetz,BVU,0.256,39,33,117,14,30,4,0,0,21,34,0.291,14,2,8,6,0.346,0,2,0,1,2013
Ben Larison,COE,0.255,42,42,153,26,39,7,5,0,13,56,0.366,18,5,19,1,0.352,0,3,15,17,2013
Michael Schinstock,WAR,0.25,41,41,144,24,36,3,2,0,20,43,0.299,7,4,18,4,0.303,0,1,2,3,2013
Nick Martin,DBQ,0.247,29,27,85,7,21,1,0,0,6,22,0.259,5,1,8,0,0.293,1,4,2,4,2013
Dillon Plath,BVU,0.241,41,39,133,18,32,4,2,0,10,40,0.301,13,4,21,3,0.327,0,5,4,7,2013
Jace Ahrendsen,CEN,0.24,37,32,96,15,23,4,0,0,21,27,0.281,17,3,21,0,0.358,4,3,1,1,2013
Michael Jontz,CEN,0.236,36,35,123,24,29,4,0,0,10,33,0.268,17,4,16,2,0.345,1,2,15,16,2013
Austen Graham,LUT,0.235,35,35,102,17,24,3,1,0,7,29,0.284,25,1,17,2,0.391,0,1,7,8,2013
Vince Parisi,DBQ,0.218,33,33,87,9,19,4,0,0,9,23,0.264,8,1,22,0,0.292,0,6,1,3,2013
David Lowe,LUT,0.212,31,27,85,13,18,3,2,0,8,25,0.294,11,4,15,3,0.33,0,0,3,3,2013
Alex Rodrigues,LOR,0.209,40,40,134,22,28,7,0,2,16,41,0.306,16,3,20,2,0.303,2,1,8,12,2013
Eric DeSousa,LOR,0.205,38,38,117,11,24,5,0,0,8,29,0.248,16,4,33,2,0.321,0,2,0,1,2013
Michael Redmond,COE,0.2,39,32,85,11,17,2,0,0,8,19,0.224,4,4,11,1,0.266,1,3,2,2,2013
Matt Larson,LUT,0.195,31,31,113,11,22,6,2,0,12,32,0.283,4,4,17,2,0.248,0,2,1,2,2013
Danny Fahlgren,LOR,0.155,34,33,84,4,13,2,0,0,8,15,0.179,10,2,15,2,0.248,5,4,0,0,2013
Craig Nelson,DBQ,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2013
Brian Nolasco,COE,0.5,4,0,2,1,1,0,0,0,0,1,0.5,0,0,0,0,0.5,0,0,0,0,2013
Ryan Kemp,WAR,0.385,23,14,52,16,20,4,1,1,8,29,0.558,4,0,10,0,0.421,1,1,5,7,2013
Andrew Nelson,LUT,0.342,15,10,38,5,13,3,0,0,3,16,0.421,0,2,7,1,0.366,1,1,3,3,2013
Tanner Truesdell,BVU,0.333,9,5,18,3,6,1,0,0,1,7,0.389,0,0,0,0,0.333,0,0,1,1,2013
Tyler Willis,WAR,0.333,4,1,6,0,2,0,0,0,1,2,0.333,0,0,1,0,0.333,0,0,2,2,2013
Zach Miller,CEN,0.333,3,0,3,0,1,0,0,0,1,1,0.333,0,0,1,0,0.333,0,0,0,0,2013
Adrian Nunez,LOR,0.333,4,0,3,0,1,0,0,0,1,1,0.333,0,0,0,0,0.333,0,0,0,0,2013
Alex Jenson,WAR,0.333,3,0,3,1,1,0,0,0,1,1,0.333,1,0,1,0,0.5,0,0,0,0,2013
Niko Andriotis,LOR,0.315,17,15,54,5,17,6,0,0,9,23,0.426,8,3,6,1,0.431,0,0,0,1,2013
Lucas Jacque,LOR,0.313,20,8,32,5,10,1,1,1,5,16,0.5,5,1,12,1,0.421,0,0,1,1,2013
Jacob Redman,COE,0.308,11,8,26,3,8,2,0,0,5,10,0.385,2,0,6,1,0.345,1,0,0,0,2013
Andrew O'Toole,CEN,0.301,29,22,73,8,22,7,0,0,12,29,0.397,6,1,19,1,0.363,0,1,1,1,2013
Jeremy Lambert,BVU,0.299,24,20,67,11,20,4,0,4,17,36,0.537,6,1,14,1,0.36,1,1,1,1,2013
Noah Mahlik,DBQ,0.297,23,21,64,7,19,2,0,0,1,21,0.328,6,5,8,1,0.4,0,4,4,6,2013
Brian Paulsrud,LUT,0.277,21,15,47,6,13,1,0,0,5,14,0.298,8,0,9,4,0.382,0,1,0,0,2013
Aaron Laskowski,DBQ,0.275,29,21,69,15,19,1,0,0,6,20,0.29,6,1,12,0,0.342,0,1,3,4,2013
Kyle Duggan,DBQ,0.275,20,16,40,7,11,1,0,0,3,12,0.3,3,2,7,0,0.356,0,4,1,2,2013
Jake Daniels,BVU,0.273,19,2,22,4,6,3,0,0,3,9,0.409,1,0,7,0,0.304,0,0,0,0,2013
Jackson Litterer,WAR,0.271,26,20,59,14,16,4,0,0,10,20,0.339,11,1,12,1,0.394,0,2,4,4,2013
Michael Riordan,DBQ,0.267,20,14,45,11,12,1,1,0,6,15,0.333,6,2,13,0,0.377,0,0,0,0,2013
Andrew Burgmeier,LUT,0.267,9,3,15,2,4,0,0,0,1,4,0.267,3,0,5,1,0.389,0,0,1,1,2013
Clay Emmrich,WAR,0.259,31,30,85,8,22,5,0,2,15,33,0.388,6,0,10,1,0.304,1,2,0,1,2013
Tim Kayser,COE,0.255,24,16,55,5,14,2,0,0,5,16,0.291,7,0,7,2,0.339,0,0,0,0,2013
Tony Stenberg,WAR,0.253,30,25,87,16,22,4,0,0,14,26,0.299,11,2,5,0,0.347,1,0,1,1,2013
Spencer Gritsch,CEN,0.25,22,12,44,6,11,4,0,0,7,15,0.341,2,2,10,1,0.313,0,2,0,1,2013
Daniel Schoess,LUT,0.25,28,6,24,3,6,1,1,0,4,9,0.375,3,1,7,2,0.345,1,1,0,1,2013
Jordan Ries,LOR,0.247,29,27,89,10,22,7,0,0,17,29,0.326,10,1,17,0,0.32,3,1,7,8,2013
Alex Davis,BVU,0.244,34,25,78,10,19,4,0,0,11,23,0.295,10,0,16,0,0.319,3,6,1,1,2013
Neil Eddie,BVU,0.244,27,24,78,3,19,5,0,0,15,24,0.308,5,1,15,1,0.287,3,4,1,1,2013
Michael Chia,SIM,0.242,30,29,91,13,22,3,1,0,9,27,0.297,9,6,39,2,0.349,0,1,7,11,2013
Pedro Rosa,SIM,0.241,26,19,58,5,14,3,0,0,5,17,0.293,1,1,18,0,0.262,1,1,0,0,2013
Michael Campbell,DBQ,0.239,24,21,71,6,17,3,1,0,7,22,0.31,3,2,10,0,0.289,0,1,0,1,2013
Austin Monfross,DBQ,0.235,26,21,68,7,16,4,0,0,6,20,0.294,5,1,19,0,0.297,0,2,1,3,2013
Tanner Beck,COE,0.235,29,25,68,13,16,0,0,0,5,16,0.235,10,0,10,0,0.329,1,4,0,1,2013
Josh Pirtle,SIM,0.234,34,16,77,12,18,3,1,0,12,23,0.299,3,1,15,3,0.272,0,1,2,3,2013
Thomas Weber,LUT,0.233,28,21,60,3,14,2,0,0,5,16,0.267,1,2,13,2,0.27,0,6,0,1,2013
Jake Scieszinski,SIM,0.233,26,24,86,9,20,2,1,0,13,24,0.279,6,1,5,1,0.287,1,4,0,0,2013
Ryan Titman,BVU,0.231,23,10,39,7,9,1,0,0,2,10,0.256,3,0,7,1,0.286,0,2,1,1,2013
Grant Seuferer,CEN,0.231,18,6,26,4,6,0,0,0,4,6,0.231,3,5,5,0,0.412,0,1,0,0,2013
Joe Grote,WAR,0.231,10,5,26,6,6,2,0,0,4,8,0.308,2,2,5,0,0.333,0,0,0,0,2013
Adam Kennedy,LOR,0.229,19,7,35,3,8,2,0,0,0,10,0.286,3,0,15,1,0.289,0,1,0,0,2013
Bud Smith,SIM,0.226,13,8,31,6,7,3,0,0,7,10,0.323,6,1,8,0,0.368,0,0,0,0,2013
Patrick Walsh,LOR,0.223,28,28,94,8,21,2,1,0,14,25,0.266,11,0,23,0,0.305,0,4,2,2,2013
Craig Kerper,WAR,0.222,34,13,54,12,12,1,0,0,6,13,0.241,11,3,3,1,0.382,0,3,6,9,2013
Trent Smith,CEN,0.219,17,9,32,1,7,1,0,0,2,8,0.25,1,0,5,2,0.242,0,0,0,0,2013
Zach Lashbrook,LUT,0.214,19,6,14,2,3,0,0,0,0,3,0.214,3,0,4,0,0.353,0,0,0,0,2013
Cody Richter,LOR,0.209,23,19,67,4,14,3,1,0,9,19,0.284,5,0,14,2,0.26,1,0,1,1,2013
Connor Reilly,LOR,0.2,18,5,25,0,5,0,0,0,2,5,0.2,4,0,6,0,0.31,0,2,0,0,2013
Jory Heckenberg,COE,0.2,20,6,25,2,5,0,0,0,1,5,0.2,2,2,5,0,0.3,1,1,0,0,2013
Jake Effron,CEN,0.2,14,3,10,5,2,1,0,0,2,3,0.3,1,0,3,0,0.25,1,0,0,1,2013
Nathan Brown,COE,0.2,11,1,5,1,1,0,0,0,0,1,0.2,0,0,1,0,0.2,0,0,0,1,2013
Nick Svare,COE,0.194,19,5,31,4,6,3,0,0,8,9,0.29,3,0,3,0,0.265,0,1,0,0,2013
Zach Zylstra,CEN,0.192,27,21,73,8,14,4,0,0,7,18,0.247,5,3,9,1,0.272,0,1,0,0,2013
Justin Montalvo,LOR,0.19,27,18,63,10,12,3,0,0,5,15,0.238,3,3,12,1,0.261,0,0,2,3,2013
Alex Brown,BVU,0.167,9,2,12,1,2,1,0,0,0,3,0.25,0,0,3,0,0.167,0,0,0,0,2013
John Henderson,DBQ,0.167,6,1,6,0,1,0,0,0,0,1,0.167,1,1,2,0,0.375,0,0,0,0,2013
Jake Raecker,WAR,0.15,19,5,20,2,3,1,0,0,3,4,0.2,1,0,3,0,0.182,1,0,0,0,2013
Ryan Duncan,BVU,0.125,24,12,40,8,5,1,0,0,2,6,0.15,0,0,12,0,0.125,0,1,1,1,2013
Peter Sanstedt,LUT,0.125,15,1,16,1,2,0,0,0,1,2,0.125,2,1,2,0,0.263,0,0,0,0,2013
Nate Even,LOR,0.125,12,2,8,3,1,1,0,0,1,2,0.25,1,0,3,0,0.222,0,0,3,4,2013
Kaileb Armbruster,COE,0.12,13,9,25,1,3,1,0,0,8,4,0.16,4,0,3,0,0.219,3,1,0,0,2013
Steve Ryan,DBQ,0.111,12,4,18,1,2,0,0,0,0,2,0.111,1,0,6,2,0.158,0,1,2,2,2013
Nick Anderson,SIM,0.111,5,3,9,0,1,0,0,0,0,1,0.111,0,0,3,1,0.111,0,0,0,0,2013
Cole Tomlinson,COE,0.111,6,2,9,1,1,0,0,0,1,1,0.111,0,0,3,0,0.111,0,1,0,0,2013
Dakotah Rostad,LUT,0.103,29,11,39,2,4,3,0,0,5,7,0.179,3,0,4,2,0.167,0,1,0,0,2013
Allen Mann,CEN,0.095,30,10,42,4,4,0,0,0,6,4,0.095,4,0,10,0,0.17,1,3,1,1,2013
Kirby Coppess,CEN,0.093,21,17,43,1,4,0,0,0,1,4,0.093,2,0,8,1,0.13,1,5,0,0,2013
Nick Battalini,LOR,0.088,12,10,34,4,3,1,0,0,4,4,0.118,2,0,13,0,0.135,1,0,2,3,2013
Brock Grubbs,DBQ,0.077,15,4,26,3,2,1,0,1,5,6,0.231,2,0,6,0,0.143,0,1,0,0,2013
Jack Hoffmann,COE,0.071,9,2,14,0,1,0,0,0,0,1,0.071,0,0,3,1,0.071,0,0,0,0,2013
Ben Obermann,LUT,0.053,24,3,19,3,1,1,0,0,3,2,0.105,0,2,9,0,0.143,0,1,1,2,2013
Mitch Windle,DBQ,0.05,10,6,20,1,1,1,0,0,0,2,0.1,0,0,7,1,0.05,0,0,0,0,2013
Alec Knop,LUT,0,4,3,7,1,0,0,0,0,1,0,0,1,0,1,0,0.125,0,1,0,0,2013
Tyler Runge,DBQ,0,5,2,6,0,0,0,0,0,1,0,0,3,1,3,0,0.4,0,0,0,0,2013
Zane Butler,SIM,0,2,1,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2013
Gage Reis,SIM,0,2,1,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2013
Ben Rockwell,DBQ,0,3,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2013
Duncan Harrison,LUT,0,4,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2013
Schuyler Radke,BVU,0,3,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2013
Tom Ameche,LOR,0,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
Derek Yoder,COE,0,3,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0.25,0,0,0,0,2013
Alex Simon,BVU,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
Dakotah Wolken,CEN,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
Brett Slager,COE,0,5,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2013
Brady Kuennen,WAR,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
Joe Moen,WAR,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
Alex Weber,LUT,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,2013
Blake Moen,LUT,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
Joel Martin,LUT,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
Boothe,CEN,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
Brody Baumann,WAR,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
Chaz Boots,WAR,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013
Jordan Bahl,SIM,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,2013
Casey Waterman,LUT,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
Ryan Vijums,LUT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
Joey Miller,LUT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
Daniel Porteous,DBQ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
Eric Pelano,DBQ,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013
Robbie Anstoetter,WAR,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
Matt McKinney,LUT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
Chris Evanello,COE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
Justin Clark,DBQ,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
Kyle Hoffman,LOR,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
Craig Konrardy,COE,0.409,48,48,203,55,83,22,5,0,31,115,0.567,18,5,14,0,0.469,0,2,20,21,2015
Jack Hoffmann,COE,0.379,43,39,145,26,55,7,2,4,46,78,0.538,6,2,16,4,0.401,4,2,0,0,2015
Dalton Garst,DBQ,0.379,40,40,153,20,58,10,0,2,25,74,0.484,7,1,8,1,0.398,5,4,1,1,2015
Eric Gurbacki,BVU,0.373,41,41,150,21,56,9,2,2,25,75,0.5,8,0,27,2,0.405,0,5,2,4,2015
Michael Goerdt,COE,0.372,48,48,188,44,70,11,3,6,26,105,0.559,9,2,9,4,0.401,3,17,12,15,2015
Andrew Burgmeier,LUT,0.371,34,31,116,14,43,11,0,0,24,54,0.466,8,2,20,2,0.414,2,0,7,10,2015
Daniel Casanova,DBQ,0.362,39,39,149,31,54,11,4,1,22,76,0.51,8,4,18,1,0.405,2,4,15,20,2015
Ryan Kemp,WAR,0.36,47,47,186,45,67,15,3,8,49,112,0.602,8,5,25,3,0.4,1,1,3,4,2015
DJ Utley,WAR,0.357,47,47,171,28,61,9,0,11,48,103,0.602,17,4,23,4,0.421,3,0,0,0,2015
Jacob Thumann,WAR,0.356,47,46,163,45,58,20,0,8,32,102,0.626,19,8,35,3,0.443,2,0,2,2,2015
Aldon Severson,LUT,0.351,43,42,151,33,53,8,4,5,36,84,0.556,14,6,23,3,0.422,2,2,4,7,2015
Zach Zylstra,CEN,0.351,43,43,171,36,60,17,3,0,24,83,0.485,11,7,10,1,0.411,1,2,1,2,2015
Tanner Truesdell,BVU,0.346,41,41,162,34,56,10,3,4,37,84,0.519,6,2,19,2,0.376,0,1,8,10,2015
AJ Reuter,COE,0.342,42,42,158,28,54,14,0,4,33,80,0.506,14,3,19,2,0.394,5,0,4,5,2015
Blake Wilson,WAR,0.333,47,47,174,35,58,15,0,7,32,94,0.54,5,3,28,3,0.359,2,1,1,1,2015
Michael Reuter,CEN,0.333,35,34,123,7,41,6,0,1,24,50,0.407,5,3,8,5,0.371,1,2,0,1,2015
Jory Heckenberg,COE,0.331,48,47,166,26,55,14,0,2,37,75,0.452,6,17,14,0,0.406,3,1,1,1,2015
Spence Bonner,LOR,0.331,43,43,154,25,51,9,1,0,19,62,0.403,14,6,17,2,0.408,0,1,7,8,2015
Gage Reis,SIM,0.331,37,37,130,22,43,11,1,1,15,59,0.454,16,2,38,3,0.407,2,2,0,0,2015
Kirby Coppess,CEN,0.325,43,43,163,33,53,15,1,2,23,76,0.466,11,6,15,4,0.38,4,2,0,0,2015
Bennett Mann,BVU,0.314,40,39,121,25,38,11,2,2,21,59,0.488,26,2,31,1,0.431,4,2,6,10,2015
Austin Burlin,SIM,0.314,36,33,118,18,37,8,2,1,9,52,0.441,9,1,25,4,0.367,0,1,0,1,2015
Patrick Walsh,LOR,0.31,43,42,145,25,45,12,0,2,30,63,0.434,25,4,10,4,0.416,4,2,1,1,2015
Bryce Wessels,BVU,0.308,41,41,146,20,45,7,1,3,26,63,0.432,10,3,26,1,0.358,3,1,2,4,2015
Jon Opdahl,LUT,0.306,43,43,147,31,45,9,3,0,25,60,0.408,14,7,16,4,0.386,3,4,7,9,2015
Jake Scieszinski,SIM,0.305,34,33,118,17,36,6,0,0,23,42,0.356,9,3,8,5,0.366,1,2,3,3,2015
Jake Esdohr,SIM,0.305,39,39,141,28,43,7,2,1,12,57,0.404,23,5,21,1,0.42,0,2,8,8,2015
Adam Lindell,CEN,0.303,43,43,152,25,46,12,3,2,28,70,0.461,15,3,39,1,0.37,3,0,1,1,2015
Milton Croes,WAR,0.302,46,46,162,37,49,14,0,9,27,90,0.556,18,6,38,3,0.392,0,0,0,1,2015
Cole Tomlinson,COE,0.296,48,48,152,36,45,8,1,2,31,61,0.401,28,13,35,2,0.439,3,3,15,18,2015
Grant Henning,COE,0.293,45,43,157,33,46,9,4,4,33,75,0.478,14,4,26,3,0.362,2,4,1,1,2015
Thomas Wisecup,BVU,0.292,33,32,106,13,31,2,0,0,14,33,0.311,5,1,8,2,0.33,0,3,1,1,2015
Zach Brown,CEN,0.289,43,43,149,22,43,8,1,1,23,56,0.376,16,3,33,4,0.367,1,2,1,2,2015
Tyler Willis,WAR,0.288,45,44,163,34,47,6,2,0,27,57,0.35,23,4,19,0,0.385,2,3,10,14,2015
Neil Marshall,BVU,0.288,41,41,160,36,46,9,2,4,25,71,0.444,12,4,16,2,0.35,1,2,5,9,2015
Gaetano Florio,DBQ,0.287,37,35,122,16,35,7,0,1,14,45,0.369,2,0,30,1,0.289,4,5,2,6,2015
Michael Salazar,DBQ,0.284,31,27,95,12,27,5,0,1,8,35,0.368,15,3,19,0,0.398,0,4,2,2,2015
Alex Weber,LUT,0.282,42,42,142,35,40,9,0,0,13,49,0.345,13,20,26,2,0.417,0,4,15,20,2015
Tony Heiser,LOR,0.279,42,42,147,26,41,4,0,2,23,51,0.347,9,7,15,1,0.345,2,1,4,8,2015
Jackson Litterer,WAR,0.278,43,43,158,37,44,7,0,1,18,54,0.342,18,2,15,2,0.358,1,2,21,29,2015
Michael Redmond,COE,0.278,48,48,169,39,47,5,4,0,21,60,0.355,7,13,23,2,0.345,5,3,4,7,2015
Joe Silversmith,LUT,0.277,43,43,159,25,44,6,0,2,24,56,0.352,18,3,18,1,0.357,2,2,12,15,2015
Nolan Ritter,LOR,0.276,42,40,105,14,29,1,0,0,13,30,0.286,15,2,18,1,0.374,1,8,5,10,2015
David Lowe,LUT,0.275,43,42,149,21,41,7,1,0,18,50,0.336,7,8,16,4,0.341,0,3,2,2,2015
Bud Smith,SIM,0.274,39,39,124,10,34,6,0,0,16,40,0.323,12,1,22,2,0.341,1,7,0,2,2015
Jonathan Greiner,SIM,0.274,37,36,124,9,34,8,0,0,22,42,0.339,12,5,19,4,0.357,2,2,0,0,2015
Ryan Karrick,DBQ,0.272,36,32,103,16,28,4,0,0,13,32,0.311,7,6,14,1,0.353,0,5,0,2,2015
Cole Reeg,LOR,0.268,43,42,164,27,44,7,2,2,19,61,0.372,21,1,17,3,0.355,0,2,11,15,2015
Brandon Wessels,BVU,0.267,40,40,131,29,35,6,4,1,12,52,0.397,17,13,39,0,0.399,2,2,3,6,2015
Anthony Flattery,LOR,0.267,38,36,135,18,36,2,1,0,16,40,0.296,4,6,22,4,0.315,1,2,3,3,2015
Mitch Knippenberg,LUT,0.265,37,36,117,27,31,12,1,1,14,48,0.41,17,7,10,3,0.385,2,1,4,4,2015
Adam Kennedy,LOR,0.248,43,43,145,18,36,8,1,3,26,55,0.379,7,4,40,2,0.299,1,1,1,3,2015
Luke Leibforth,LOR,0.248,43,42,125,13,31,4,0,0,11,35,0.28,19,4,24,3,0.36,2,1,3,6,2015
Spencer Gritsch,CEN,0.248,33,33,117,19,29,3,1,0,17,34,0.291,7,9,23,2,0.338,0,2,3,6,2015
Mason Ellis,CEN,0.24,33,32,104,13,25,3,0,0,13,28,0.269,9,1,9,2,0.302,2,3,1,1,2015
Tyler Mougin,WAR,0.224,41,41,134,17,30,4,1,0,13,36,0.269,21,2,24,6,0.338,0,1,3,4,2015
Lucas Jacque,LOR,0.218,36,28,87,11,19,5,0,0,13,24,0.276,5,4,15,1,0.289,1,0,1,1,2015
Taylor Harmon,SIM,0.157,33,33,102,13,16,2,0,0,5,18,0.176,5,7,20,0,0.246,0,1,1,1,2015
Kyle Crampton,CEN,0.429,5,1,7,0,3,1,0,0,2,4,0.571,0,0,3,0,0.375,1,0,0,0,2015
Dan Urban,COE,0.429,6,0,7,0,3,0,0,0,0,3,0.429,0,0,2,0,0.429,0,0,0,0,2015
Eddie Pablo,DBQ,0.357,4,4,14,3,5,0,1,0,2,7,0.5,2,0,3,1,0.412,1,0,2,2,2015
Carlos Pineda,LUT,0.352,23,19,71,10,25,4,0,2,22,35,0.493,5,0,7,2,0.39,1,0,0,0,2015
Matt Larson,LUT,0.34,31,29,103,18,35,8,1,0,19,45,0.437,11,2,6,1,0.407,2,2,5,6,2015
Ben Jacobson,COE,0.333,13,4,21,5,7,0,0,1,5,10,0.476,2,0,5,0,0.391,0,1,0,0,2015
Cameron Johnson,BVU,0.333,5,0,6,0,2,0,0,0,2,2,0.333,0,0,0,0,0.333,0,0,0,0,2015
Andrew Anderson,SIM,0.333,4,0,3,0,1,0,0,0,0,1,0.333,0,0,2,0,0.333,0,0,0,0,2015
Devin Wagenman,BVU,0.321,14,9,28,7,9,0,0,0,4,9,0.321,3,3,3,0,0.441,0,2,2,2,2015
Andrew Brierton,COE,0.32,21,14,50,9,16,1,0,3,15,26,0.52,2,3,12,1,0.362,3,1,0,0,2015
Seth Griffiths,CEN,0.319,29,18,72,12,23,2,2,0,8,29,0.403,9,0,7,1,0.39,1,3,6,7,2015
James Workman,DBQ,0.317,21,17,63,13,20,3,0,0,8,23,0.365,10,2,10,2,0.416,2,1,1,1,2015
Dan Weis,LOR,0.308,14,1,13,4,4,0,0,0,2,4,0.308,1,0,0,0,0.357,0,0,0,0,2015
Noah Paper,BVU,0.3,35,28,80,10,24,0,0,0,4,24,0.3,6,0,9,1,0.349,0,6,1,2,2015
Kolby Hilgenberg,BVU,0.293,16,9,41,5,12,2,2,1,8,21,0.512,1,2,12,0,0.333,1,0,0,0,2015
Jacob Evans,DBQ,0.286,27,23,70,10,20,2,0,1,10,25,0.357,12,1,9,0,0.393,1,4,2,4,2015
Thomas Schaedel,COE,0.286,7,4,14,2,4,0,0,0,1,4,0.286,1,0,6,0,0.313,1,0,1,1,2015
Dakotah Wolken,CEN,0.283,28,28,106,13,30,4,0,0,8,34,0.321,5,1,23,1,0.321,0,2,4,8,2015
Austin McWhite,DBQ,0.283,27,26,99,19,28,7,0,6,24,53,0.535,5,4,27,0,0.343,0,0,3,3,2015
Blake Mahoney,WAR,0.278,7,4,18,6,5,1,0,0,3,6,0.333,1,1,4,0,0.35,0,0,0,1,2015
Ryan Duncan,BVU,0.273,18,14,44,8,12,1,2,0,5,17,0.386,3,0,14,0,0.313,1,2,2,3,2015
Zeb Noel,SIM,0.273,9,8,22,2,6,0,0,0,5,6,0.273,3,3,5,0,0.429,0,1,0,0,2015
Will Fogel,DBQ,0.271,19,15,59,10,16,1,0,0,5,17,0.288,2,3,9,0,0.328,0,0,2,3,2015
Alec Zwanziger,COE,0.271,34,33,96,21,26,5,0,0,15,31,0.323,16,3,17,0,0.388,1,4,6,8,2015
Thomas Simon,COE,0.267,19,9,30,4,8,2,0,0,2,10,0.333,2,0,7,0,0.313,0,1,0,1,2015
Zach Hendrikson,LUT,0.266,30,29,94,17,25,3,0,4,18,40,0.426,10,5,19,1,0.364,1,0,1,3,2015
Luke Anctil,SIM,0.263,19,17,57,10,15,5,0,0,6,20,0.351,3,0,14,0,0.3,0,2,4,4,2015
Ryan Vijums,LUT,0.261,14,6,23,2,6,0,0,0,4,6,0.261,5,0,10,0,0.393,0,0,2,2,2015
Mike Brown,WAR,0.259,10,7,27,1,7,0,0,0,1,7,0.259,2,0,6,0,0.31,0,1,0,1,2015
Matt Hogan,DBQ,0.25,25,19,60,11,15,4,0,0,7,19,0.317,5,2,17,0,0.324,1,1,2,2,2015
Danny Fahlgren,LOR,0.25,23,14,36,4,9,0,0,0,1,9,0.25,5,1,4,1,0.357,0,3,0,0,2015
Michael Riordan,DBQ,0.25,13,6,32,4,8,0,0,0,1,8,0.25,1,0,8,0,0.273,0,0,0,0,2015
Thomas Johnson,LOR,0.25,18,1,20,3,5,1,1,0,2,8,0.4,3,0,3,0,0.348,0,0,0,0,2015
Michael Muto,LOR,0.25,4,0,4,1,1,0,0,0,1,1,0.25,0,0,0,1,0.25,0,0,0,0,2015
Robbie Anstoetter,WAR,0.244,20,14,45,9,11,0,0,1,6,14,0.311,6,0,11,0,0.333,0,1,4,5,2015
Cody Reimer,LUT,0.244,19,14,45,7,11,3,0,0,3,14,0.311,4,1,8,1,0.32,0,1,1,1,2015
Trace Florek,DBQ,0.241,29,23,83,13,20,2,0,0,12,22,0.265,11,5,21,0,0.364,0,1,5,8,2015
Michael Zellar,BVU,0.233,11,7,30,0,7,2,0,0,3,9,0.3,0,0,5,0,0.233,0,0,0,0,2015
Jacob Hirst,CEN,0.219,33,23,64,13,14,1,3,0,5,21,0.328,11,4,27,0,0.363,1,0,10,11,2015
Ryan Koester,LOR,0.214,19,5,28,4,6,1,0,0,3,7,0.25,2,1,6,0,0.281,1,0,0,0,2015
