attendance,date,game_id,game_number,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
50,"Apr 14, 2009",simgrn,,Corey Rasmussen,Jesse Reis,Cory Dawson,Scott Ethell,Dave Johnson,Curt Bjork,Jared Swim,Cale Smith,Chris Jones,4,10,Cory Dawson,13,003000430,cf,2b,dh/p,3b,1b,c,rf,ss,lf,Justin Stoffa,"simpson college
",Simpson College,Justin Stoffa,,9.0,Y,,"Indianola, Iowa (McBride Field)",4:00   ,3:10   ,,"grinnell college
",Grinnell College,Mendoza,Suryn,Nodzenski,Roder,Takabuki,Sollo,Bogard,Gray,Skelly,1,17,Christoff,22,023015501,ss,lf,c,rf,2b,3b,dh,1b,cf,Pope," Cool, Sunny and breezy",Christoff
,"Apr 22, 2009",cenmlc1,1,Holzhueter,Krause,Pudlo,Morgan,"Janke, J.",Gurgel,Scott,Polfer,,1,9,Tomizawa,11,3000051,ss,cf,3b,c,lf,rf,2b,1b,,Hansen,martin luther coll.,Martin Luther Coll.,Hansen,,7.0,Y,,"New Ulm, Minn. (Mueller Park)",2 pm   ,2:25   ,,"central college
",Central College,Ben Tressel,Dave Lakin,Caleb Rangel,Jarred Lackey,Mike Furlong,Derek Knutson,Ben Chestnut,Josh Stanton,B.J. Pilling,1,13,Anthony Miller,19,2300800,cf,2b,p,rf,ss,1b,3b,c,lf,Caleb Rangel,,Caleb Rangel
,"Mar 10, 2009",simdic2,2,M Schuster,P Bilali,T Rosa,E Farha,B Sciambi,B Marchant,J Kaufman,M Tuneski,A Sterling,0,5,B Kullas,8,1102001,c,rf,1b,dh,3b,lf,ss,2b,cf,G Horan,dickinson (pa.),Dickinson (Pa.),Dan Murphy,,7.0,N,,"Phoenix, AZ (Gene Autry Park)",  ,  ,,"simpson college
",Simpson College,Corey Rasmussen,Jesse Reis,Chris Jones,Cory Dawson,Jared Swim,Curt Bjork,Dave Johnson,Scott Ethell,Cale Smith,2,4,Dan Murphy,9,1010020,cf,2b,lf,dh,rf,c,1b,3b,ss,Clint Rhodes,,B Kullas
45,"Mar 16, 2009",lormlkn1,1,Adam Gross,Ben Kuebel,Nick Olberding,Clark Egdorf,John Schroeder,BJ Juergens,Kyle Soeder,Tyler Shireman,Alex Miklo,3,0,Mike Kennedy,3,0000000,cf,3b,ss,dh,c,1b,lf,rf,2b,Kevin Moriarity,"loras college
",Loras College,Kevin Moriarity,,7.0,Y,,"Auburndale, FLA (Lake Myrtle #4)",9:15 est   ,1:33   ,,millikin university,Millikin University,Hafer,Sylvester,Williams,Bastien,"Frigo, M.",Hendricks,Charbonneau,Agee,Edwards,1,6,Wilson,8,0203010,3b,lf,2b,rf,1b,dh,c,ss,cf,"Frigo, J.",,"Frigo, J."
70,"Mar 17, 2009",lorsnc,,Powers,Birkholz,Yost,Jandron,Fuller,Vater,Fisher,Johnsen,Hintz,0,14,Hannon,12,42032102,dh,2b,rf,cf,3b,1b,ss,c,lf,Zacharias,st. norbert college,St. Norbert College,Kyler Laurie,,8.0,Y,,"Winter Haven, FLA (Chain of Lakes Park)",12:45 et   ,2:50   ,,"loras college
",Loras College,Adam Gross,Ben Kuebel,Nick Olberding,John Schroeder,Kyle Soeder,Austin Brown,Clark Egdorf,Tyler Shireman,Alex Miklo,3,4,Clay Henricksen,8,01000300,cf,3b,ss,c,dh,lf,1b,rf,2b,Kyler Laurie,,Zacharias
70,"Apr 25, 2009",lorsim3,,Alex Miklo,Nick Olberding,Ben Kuebel,Clark Egdorf,John Schroeder,Austin Brown,BJ Juergens,Tyler Shireman,Adam Gross,3,5,Kyler Laurie,8,10000220X,2b,ss,3b,1b,c,lf,dh,rf,cf,Kevin Moriarity,"loras college
",Loras College,Jared Sass,,9.0,Y,,"Dubuque, Iowa (Petrakis Park)",1:30pm   ,2:23   ,,"simpson college
",Simpson College,Corey Rasmussen,Jared Swim,Cory Dawson,Scott Ethell,Dave Johnson,Chris Jones,Jesse Reis,Curt Bjork,Cale Smith,1,4,Mike Huyser,11,000102001,cf,rf,dh,3b,1b,lf,2b,c,ss,Jared Sass,,Kyler Laurie
,"Mar 11, 2009",simwhea1,1,"Zeller, J.","Kolb, B.","Pyne, D.","Weaver, J.","Price, M.","Whartnaby, B","Miller, R.","Fenlason, M.","Antal, C.",2,8,"Dennison, S.",10,005003X,rf,ss,1b,dh,3b,c,2b,lf,cf,"Dennison, S.",wheaton college,Wheaton College,Brandon Harrison,,7.0,N,,"Phoenix, AZ (Gene Autry Park)",  ,  ,,"simpson college
",Simpson College,Corey Rasmussen,Jesse Reis,Chris Jones,Curt Bjork,Cory Dawson,Dave Johnson,Jared Swim,Scott Ethell,Zach Smith,1,3,Cory Dawson,5,3000000,ss,2b,lf,c,dh,1b,cf,3b,rf,Brandon Harrison,,"Dennison, S."
100,"Apr 17, 2009",coesim1,,Corey Rasmussen,Jesse Reis,Cory Dawson,Scott Ethell,Dave Johnson,Curt Bjork,Jared Swim,Chris Jones,Jason Hayes,2,1,Chris Dorff,5,0100000,ss,2b,dh,3b,1b,c,cf,lf,rf,Clint Rhodes,"simpson college
",Simpson College,Clint Rhodes,,7.0,Y,,"Indianola, IA (McBride Field)",6:00   ,2:00   ,,"coe college
",Coe College,Jeff Wagner,Max Tunning,Pat Richmond,Ryan Schisler,Ryan Velvick,Adam Nisenson,Tyler McAllister,Justin Svehla,Jon Reiner,2,5,Cody Raisch,13,0000203,lf,3b,1b,dh,cf,rf,ss,2b,c,Cody Raisch, Warm Clear,Cody Raisch
208,"May 02, 2009",cenwar2,,Ben Roemmich,Danny Rose,Mike Johnson,Patrick Grau,Kyle Jones,Billy Schmitt,A.J. Lewis,Steve Chamberlin,Zach Nagle,0,17,Nate Rost,21,512117X,lf,ss,1b,cf,rf,p,c,2b,3b,Billy Schmitt,"wartburg college
",Wartburg College,D.J. Glasgow,,7.0,Y,,"Waverly, Iowa (Hertel Field)",1:00PM   ,2:09   ,HP: Pat Hobreg  1B: Jeff F,"central college
",Central College,Ben Tressel,Anthony Miller,Caleb Rangel,Jarred Lackey,Mike Furlong,Derek Knutson,Ben Chestnut,Josh Stanton,Dave Lakin,2,5,Trevor Talbott,8,0500000,cf,3b,lf,rf,ss,1b,dh,c,2b,D.J. Glasgow,,Billy Schmitt
100,"Mar 26, 2009",bvucolby,,Brad Blum,Mark Blum,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Steve Johnston,Mitchell Feller,Tyler Case,Brett Wilson,1,17,Chris Bireline,13,06110216X,ss,3b/1b,rf,lf,dh,1b,c,cf,2b,Luke Probasco,"buena vista university
",Buena Vista Univ.,A. Chandel,,9.0,Y,,"Chandler, AZ (Snedigar Field)",1:00 pm   ,3:00   ,,colby college,Colby College,K. Kaufman,J. LaMantia,K. McKay,R. Conlon,M.Mastrocola,C. Cooper,D. Morrill,R. Newton,J. Lerner,2,4,R. Arndt,12,000013000,cf,2b,c,1b,3b,ss,dh,lf,rf,A. Chandel,,Luke Probasco
362,"May 07, 2009",iiac04,,Alex Miklo,Nick Olberding,Ben Kuebel,Clark Egdorf,John Schroeder,Austin Brown,BJ Juergens,Tyler Shireman,Adam Gross,4,9,Cole Boge,11,002007000,2b,ss,3b,1b,c,lf,dh,rf,cf,Kyler Laurie,"loras college
",Loras College,Cole Boge,,9.0,Y,,"Cedar Rapids, Iowa (Veterans Mem. Stad.)",8:55 pm   ,2:42   ,HP: Todd Franzen  1B: Jeff Frese  3B: Woody Mill,"wartburg college
",Wartburg College,Ben Roemmich,Danny Rose,Mike Johnson,Patrick Grau,Kyle Jones,Billy Schmitt,A.J. Lewis,Steve Chamberlin,Zach Nagle,1,10,Nate Rost,14,101041120,lf,ss,1b,cf,rf,dh,c,2b,3b,Brad Watson,,Nate Rost
75,"Apr 21, 2009",cencor2,2,Ben Tressel,Anthony Miller,Caleb Rangel,Jarred Lackey,Mike Furlong,Derek Knutson,Jason Hassman,Quinn O'Brien,Tyler Wivinis,4,9,Doug Eisenman,11,3211020,cf,3b,lf,rf,2b,dh,1b,c,ss,Corey Eisenmann,"central college
",Central College,Adam Squires,,7.0,Y,,"Pella, Iowa (P.H. Kuyper Field)",5:10 pm   ,2:26   ,HP: Kevin Benzing  1B: Scott Behn,"cornell college
",Cornell College,David Bartine,Matthew Shimanovsky,Casey Korn,Andrew Patzke,Ryan Clausen,J.T. Pells,Matt Pfister,Andy Krekel,Ryan Fincham,2,10,Casey Korn,13,0016102,rf,2b/ss,ss/p,3b,1b,dh,lf,c,cf,Jeff Boyle,,Casey Korn
113,"Apr 10, 2009",corwar1,,David Bartine,Michael Tierney,Casey Korn,Andrew Patzke,Ryan Clausen,Matthew Shimanovsky,Matt Pfister,Jason Douglas,Jesse Searls,6,2,Charlie Muir,7,10000010,rf,cf,3b/ss,dh,1b,ss/2b,lf,c,2b,Chris Handke,"cornell college
",Cornell College,Chris Handke,,8.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",6:00 PM   ,2:09   ,,"wartburg college
",Wartburg College,Ben Roemmich,Danny Rose,Mike Johnson,Billy Schmitt,Patrick Grau,Kyle Jones,A.J. Lewis,Jerrold Martijn,Zach Nagle,1,16,Tom Keesy,17,37000006,lf,ss,1b,3b,cf,rf,c,p,2b,Jerrold Martijn,,Jerrold Martijn
100,"May 01, 2009",bvusim1,,Brad Blum,Mark Blum,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Brock Yossi,Garrett Hill,Tyler Case,Michael Stephenson,2,2,Nick Lanning,3,000002000,ss,1b,rf,lf,c,3b,dh,cf,2b,Jarad George,"buena vista university
",Buena Vista Univ.,Jarad George,,9.0,Y,,"Storm Lake, Iowa (BVU/SL HS Field)",6:00pm   ,2.5   ,,"simpson college
",Simpson College,Corey Rasmussen,Jared Swim,Scott Ethell,Dave Johnson,Cory Dawson,Jesse Reis,Chris Jones,Curt Bjork,Cale Smith,0,9,Kyle Hanna,13,001060200,cf,rf,3b,1b,dh,2b,lf,c,ss,Kyle Hanna,,Kyle Hanna
112,"Mar 21, 2009",bvudbq3,,Richard Garcia,Michael Loney,Jesse Ramirez,Evan Bierman,Chris Duran,Shadi Abuhakmeh,Alex Larson,Caleb Russell,Chris Hylland,3,3,Bobby Orosco,4,0012000,lf,rf/cf,c,3b,1b,dh,cf/rf,ss,2b,Jordan Skaar,"dubuque, univ. of","Dubuque, Univ. of",Jordan Skaar,,7.0,Y,,"Dubuque, Iowa (Chlapaty Field)",3:10   ,210   ,HP: Mike Gansemer  1B: Woody Mill,"buena vista university
",Buena Vista Univ.,Brad Blum,Mark Blum,Michael Hoffman,Kevin Kloewer,Steve Johnston,Garrett Hill,Tyler Case,Michael Stephenson,,1,5,Chris Bireline,9,1020020,ss,3b,lf,c,1b,rf,cf,2b,,Brandon Pietrzyk,,Brandon Pietrzyk
90,"Mar 14, 2009",cenuscga,,Ben Tressel,Mike Furlong,Caleb Rangel,Jarred Lackey,Derek Knutson,Anthony Miller,Blake Smith,Zach Jones,Dave Lakin,2,13,Caleb Rangel,17,004020304,cf,ss,dh/p,rf,1b,3b,c,lf,2b,Adam Squires,"central college
",Central College,Ahlin,,9.0,Y,,"Fort Myers, Fla.",10 am   ,3 hours   ,,coast guard (conn.),Coast Guard (Conn.),Lewis,Birch,Kalankiewicz,Freburg,Yurovich,Laird,Milligan,Keefe,Jeffares,3,12,Ahlin,18,000305103,lf,ss,cf,dh,1b,3b,rf,c,2b,Karr,,Caleb Rangel
200,"Mar 08, 2009",dbqsew1,1,Irwin,Barrett,Burns,Pogue,Dean,Axe,Denison,Stephenson,Reilly,0,22,Anderson,16,0(10)0237X,3b,rf,1b,ss,lf,dh,c,2b,cf,Bartleski,univ. of the south,Univ. of the South,Bobby Orosco,,7.0,Y,,"Sewanee, TN (Montgomery Field)",12:00   ,2:35   ,,"dubuque, univ. of","Dubuque, Univ. of",Chris Hylland,Richard Garcia,Evan Bierman,Jesse Ramirez,Shadi Abuhakmeh,Alex Larson,Chris Duran,Bill Albee,Caleb Russell,5,12,Steve Skutley,12,2001243,2b,lf,3b,c,rf,cf,dh,1b,ss,Bobby Orosco,,Bartleski
256,"Mar 29, 2009",simwar2,,Ben Roemmich,Danny Rose,Jerrold Martijn,Mike Johnson,Kyle Jones,Patrick Grau,A.J. Lewis,Isiah Stevens,Zach Nagle,4,1,Tom Keesy,4,0010000,dh,ss,lf,1b,rf,cf,c,3b,2b,Billy Schmitt,"wartburg college
",Wartburg College,Billy Schmitt,,7.0,Y,,"Waverly, Iowa (Hertel Field)",1:58pm   ,1:43   ,,"simpson college
",Simpson College,Corey Rasmussen,Jesse Reis,Chris Jones,Cory Dawson,Dave Johnson,Curt Bjork,Jared Swim,Scott Ethell,Jason Hayes,1,12,Clint Rhodes,13,1001091,ss,2b,lf,dh,1b,c,cf,3b,rf,Clint Rhodes,,Clint Rhodes
223,"Apr 08, 2009",coewiu,,Stewart,Wolf,Laidig,Metcalf,Hagins,Price,Koszulinski,Spicer,Gallaga,1,10,Eden,14,40110103X,2b/c,lf,3b,1b,cf,rf/cf,c,dh,ss,Cheek,western illinois,Western Illinois,Alec Lewis,,9.0,Y,,"Macomb, Ill. (Boyer Stadium)",4 p.m.   ,3:11   ,HP: Don Baumann  1B: Jon Garlit,"coe college
",Coe College,Jeff Wagner,Max Tunning,Pat Richmond,Ryan Velvick,Ryan Schisler,Tyler McAllister,John Logan,Scott DeAngelis,Jon Reiner,3,8,Teren Bladel,13,500100200,rf,3b,1b,cf,lf,ss,dh,2b,c,Kevin Baranowski,,Brough
219,"May 09, 2009",iiac08,,Tyler McAllister,Jeff Wagner,Pat Richmond,Ryan Schisler,Ryan Velvick,Adam Nisenson,John Logan,Max Tunning,Jon Reiner,4,5,Teren Bladel,9,01000202X,ss,cf,1b,lf,3b,rf,dh,2b,c,Sean Raisch,"coe college
",Coe College,Kyle Dupic,,9.0,Y,,"Cedar Rapids, Iowa (Veteran's Stadium)",9:58 am   ,2:25   ,HP: Ricardo Alverio  1B: Matt Lynch  3B: Patrick McIhlon,"buena vista university
",Buena Vista Univ.,Brandon Pietrzyk,Michael Stephenson,Mark Blum,Kevin Kloewer,Brad Blum,Michael Hoffman,Brock Yossi,Garrett Hill,Tyler Case,1,4,James Stone,6,000200020,rf,2b,1b,c,ss,lf,3b,dh,cf,Luke Probasco,,Cody Raisch
37,"Mar 25, 2009",loruwp,,Adam Gross,Ben Kuebel,Nick Olberding,John Schroeder,Austin Brown,BJ Juergens,Kyle Soeder,Tyler Shireman,Alex Miklo,1,14,Alex Mallonee,13,721310X,cf,3b,ss,c,lf,1b,dh,rf,2b,Kyler Laurie,"loras college
",Loras College,Lange,,7.0,Y,,"Dubuque, Iowa (Petrakis Park)",3:50 pm   ,1:55   ,,"university of wisconsin-plateville
",Wis.-Platteville,Benesh,Bomkamp,Tobie,Hawkins,Watson,Nelson,Ney,Jacobson,Rice,4,4,"Cox, Jo.",4,2002000,ss,1b/rf,rf,3b,c,lf,dh,2b,cf,Lange,,Kyler Laurie
100,"Apr 18, 2009",dbqwar3,,Ben Roemmich,Danny Rose,Mike Johnson,Billy Schmitt,Patrick Grau,Kyle Jones,A.J. Lewis,Jerrold Martijn,Steve Chamberlin,1,3,Nate Rost,6,00000003X,lf,ss,1b,3b,cf,rf,c,dh,2b,Brad Watson,"wartburg college
",Wartburg College,Mark Hennessy,,9.0,Y,,"Waverly, Iowa (Hertel Field)",12 p.m.   ,1:54   ,,"dubuque, univ. of","Dubuque, Univ. of",Chris Hylland,Chris Duran,Jesse Ramirez,Shadi Abuhakmeh,Alex Larson,Evan Bierman,Richard Garcia,Jeffrey Stevens,Caleb Russell,1,1,Mark Hennessy,5,000000001,2b,1b,c,dh,cf,3b,lf,rf,ss,Mark Hennessy,,Brad Watson
35,"Apr 13, 2009",lutsmu1,1,Nate Neis,Chris Reynolds,Jake Waddle,Zack Topping,Ben Schott,Steve Beckman,Mark Weber,Joe Thompson,Alex Thomas,1,8,Jeff Riddle,7,004211X,3b,2b,c,dh,1b,ss,lf,rf,cf,Max Flaig,"luther college
",Luther College,Wilgenbusch,,7.0,Y,,"Decorah, Iowa (Luther College)",2:00 pm   ,2:00   ,,saint mary's (minn.),Saint Mary's (Minn.),Ryan,Archambault,Olberding,Warren,C. Bogie,Haugh,Johnson,Schmidt,Lechner,2,3,Jacobson,9,0001110,ss,lf,dh,3b,rf,2b,1b,c,cf,Wilgenbusch,,Max Flaig
48,"Mar 12, 2009",lorsru1,1,Adam Gross,Ben Kuebel,Nick Olberding,Clark Egdorf,John Schroeder,BJ Juergens,Kyle Soeder,Tyler Shireman,Alex Miklo,0,7,Kyler Laurie,8,013300X,cf,3b,ss,dh,c,1b,lf,rf,2b,Kyler Laurie,"loras college
",Loras College,Silva,,7.0,Y,,"Auburndale, FLA (Lake Myrtle #2)",2:30 est   ,2:06   ,,salve regina univ.,Salve Regina Univ.,Bursie,Collett,Diaz,Pearce,Reding,Politelli,Miller,Sluberski,Melcher,3,3,Silva,6,0002100,cf,dh,rf,1b,lf,2b,c,3b,ss,Silva,,Kyler Laurie
100,"Mar 25, 2009",bvuecsu,,Parke,Bass,Schult,Gilblair,Castillo,Hobbes,Musson,Cousineau,Magliola,6,7,Fontaine,11,100012021,2b,ss,rf,lf,3b,1b,dh,cf,c,Kukucka,eastern conn. st.,Eastern Conn. St.,Kyle Dupic,,9.0,Y,,"Scottsdale, AZ (Salt River HS)",11:00 am   ,2:40   ,,"buena vista university
",Buena Vista Univ.,Brad Blum,Mark Blum,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Steve Johnston,Brock Yossi,Tyler Case,Michael Stephenson,1,6,Kyle Dupic,8,022000002,ss,1b,rf/cf,lf,c,dh,3b,cf,2b,Ryan Wuebker,,Fontaine
202,"Mar 08, 2009",lutcarl1,1,Chris Reynolds,Alex Thomas,Jake Waddle,Ben Schott,Mark Weber,Nate Neis,Joe Thompson,Steve Beckman,Darin Schneider,0,9,Jeff Riddle,9,013023X,2b,cf,c,1b,dh,3b,rf,ss,lf,Adam Kohls,"luther college
",Luther College,Guevin,,7.0,Y,,"Minneapolis, MN (Metrodome)",  ,2:00   ,,"carleton college
",Carleton College,Fujisawa,Wirta,Melson,Anderson,Fabry,Lojovich,M-Hyman,King,Ames,1,2,Voyce,6,0000002,lf,2b,3b,c,cf,dh,rf,1b,ss,Guevin,,Adam Kohls
273,"May 09, 2009",iiac09,,Tyler McAllister,Jeff Wagner,Pat Richmond,Ryan Schisler,Ryan Velvick,Adam Nisenson,John Logan,Max Tunning,Jon Reiner,3,2,Teren Bladel,6,2000000,ss,cf,1b,lf,3b,rf,dh,2b,c,Kevin Baranowski,"coe college
",Coe College,Kevin Baranowski,,7.0,Y,,"Cedar Rapids, Iowa (Veteran's Stadium)",1:13 pm   ,1:52   ,HP: Kevin Ferris  1B: Mike Gansemer  3B: Ken F,"wartburg college
",Wartburg College,Ben Roemmich,Danny Rose,Jerrold Martijn,Mike Johnson,Patrick Grau,Kyle Jones,A.J. Lewis,Steve Chamberlin,Zach Nagle,1,15,Jake Kuennen,18,1053051,lf,ss,dh,1b,cf,rf,c,2b,3b,Jake Kuennen,,Jake Kuennen
75,"Apr 17, 2009",dbqwar2,,Ben Roemmich,Danny Rose,Mike Johnson,Patrick Grau,Kyle Jones,A.J. Lewis,Zach Nagle,Steve Chamberlin,,2,18,Jon Smith,15,245502X,lf,ss,1b,cf,rf,c,3b/2b,2b,,Billy Schmitt,"wartburg college
",Wartburg College,Cole Freese,,7.0,Y,,"Waverly, Iowa (Hertel Field)",7:57 pm   ,2:23   ,HP: Bill Boyd  1B: Ken Robbin,"dubuque, univ. of","Dubuque, Univ. of",Chris Hylland,Chris Duran,Jesse Ramirez,Shadi Abuhakmeh,Evan Bierman,Alex Larson,Richard Garcia,Bill Albee,Bobby Orosco,5,4,Ryan Jordan,5,0020200,ss,2b,c,rf,3b,dh/p,lf,1b,cf,Cole Freese,,Billy Schmitt
176,"Mar 29, 2009",simwar3,,Ben Roemmich,Danny Rose,Jerrold Martijn,Mike Johnson,Kyle Jones,Patrick Grau,Billy Schmitt,A.J. Lewis,Zach Nagle,2,1,Jake Kuennen,8,0000010,dh,ss,lf,1b,rf,cf,3b,c,2b,Brad Watson,"wartburg college
",Wartburg College,Brad Watson,,7.0,Y,,"Waverly, Iowa (Hertel Field)",4:06pm   ,1:53   ,,"simpson college
",Simpson College,Corey Rasmussen,Jesse Reis,Chris Jones,Cory Dawson,Dave Johnson,Curt Bjork,Jared Swim,Scott Ethell,Jason Hayes,2,8,Mike Huyser,15,1301003,ss,2b,lf,dh,1b,c,cf,3b,rf,Mike Huyser,,Mike Huyser
,"Mar 18, 2009",dbqclk,,"Molitor, D.","Jimenez, M.","Harvat, T.","Judd, J.D.","Bowles, N.","Davidson, C.","Spain, D.","Kelly, R.","Krasselt, J.",1,6,"Spain, D.",6,11112000X,cf,1b,dh,c/3b,2b,rf,ss/p,lf,3b/ss,"Weyrauch, N.",clarke college,Clarke College,Nolan Voss,,9.0,Y,,"Peosta, Iowa (A.J. Spiegel Park)",  ,2:30   ,,"dubuque, univ. of","Dubuque, Univ. of",Ryan Pyles,Caleb Russell,Evan Bierman,Chris Duran,Shadi Abuhakmeh,Alex Larson,Michael Loney,Jeffrey Stevens,Bill Albee,3,0,Bobby Orosco,1,000000000,rf,ss,dh,2b,c,cf,lf/cf,3b,1b,Nolan Voss,,"Moser, J."
250,"Mar 13, 2009",coewlc2,2,Pollesch,Geidel,Marshall,Ferrell,Lang,Barkhurst,Thorsteins,"Glasel, S",Paczocha,2,1,Backhaus,4,0000010,cf,ss,3b,dh,rf,2b,1b,c,lf,Backhaus,"wisconsin lutheran
",Wisconsin Lutheran,Backhaus,,7.0,Y,,"Orlando, Fla.",  ,  ,,"coe college
",Coe College,Tyler McAllister,Pat Richmond,Ryan Velvick,John Logan,Ryan Schisler,Nick McKenzie,Adam Nisenson,Spencer Sobba,Max Tunning,1,12,Josh Barber,17,0051600,ss,1b/2b,rf,dh,3b,lf,cf,c,2b,Teren Bladel,,Teren Bladel
30,"Mar 31, 2009",bvulor1,,Adam Gross,Ben Kuebel,Nick Olberding,John Schroeder,Clark Egdorf,Austin Brown,BJ Juergens,Tyler Shireman,Alex Miklo,5,5,Greg Farrey,5,0100103,cf,3b,ss,c,1b,lf,dh,rf,2b,Kevin Moriarity,"loras college
",Loras College,Kevin Moriarity,,7.0,Y,,"Dubuque, IA (Petrakis Park)",3:30   ,2:00   ,,"buena vista university
",Buena Vista Univ.,Brad Blum,Mark Blum,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Steve Johnston,Brock Yossi,Garrett Hill,Michael Stephenson,1,14,Ryan Wuebker,13,1102244,ss,3b,cf,lf,c,1b,dh,rf,2b,Ryan Wuebker,,Ryan Wuebker
55,"Mar 13, 2009",lorupg1,1,Stanziano,Molyneaux,Battocchi,Hoffner,Brady,Gouveia,Little,Gess,Gray,1,4,Weitzman,10,1000030,ss,rf,c,dh,1b,cf,lf,2b,3b,Mikolics,pitt-greensburg,Pitt-Greensburg,Mikolics,,7.0,Y,,"Leesburg, FLA (Pat Thomas Stadium)",9:30 est   ,1:41   ,,"loras college
",Loras College,Adam Gross,Ben Kuebel,Nick Olberding,Clark Egdorf,John Schroeder,BJ Juergens,Kyle Soeder,Tyler Shireman,Alex Miklo,0,10,Cole Boge,14,2101240,cf,3b,ss,dh,c,1b,lf,rf,2b,Cole Boge,,Cole Boge
113,"Mar 21, 2009",bvudbq2,2,Ryan Pyles,Richard Garcia,Jesse Ramirez,Chris Duran,Evan Bierman,Shadi Abuhakmeh,Alex Larson,Chris Hylland,Caleb Russell,1,3,Mark Hennessy,6,0012000,rf,lf,c,1b,3b,dh,cf,2b,ss,Mark Hennessy,"dubuque, univ. of","Dubuque, Univ. of",Mark Hennessy,,7.0,Y,,"Dubuque, Iowa (Chlapaty Field)",1 p.m.   ,150   ,HP: Woody Miller  1B: Mike Gan,"buena vista university
",Buena Vista Univ.,Brad Blum,Mark Blum,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Steve Johnston,Brock Yossi,Garrett Hill,Michael Stephenson,1,4,Luke Probasco,9,0003001,ss,1b,cf,lf,c,dh,3b,rf,2b,Jarad George,,Luke Probasco
250,"Mar 07, 2009",coeric2,2,Rossi,Costa,Cardoso,Boucher,Amorin,Doyon,Salcedo,Grenier,Corso,0,2,Fama,7,101000X,lf,3b,ss,1b,dh,rf,cf,2b,c,Levesque,rhode island college,Rhode Island College,Ryan Nicholson,,7.0,Y,,"Orlando, Fla. (Eagle Lake H.S.)",2:30 pm   ,  ,,"coe college
",Coe College,Adam Nisenson,Pat Richmond,Tyler McAllister,Ryan Schisler,Ryan Velvick,Cody Raisch,Sean Raisch,Jon Reiner,Max Tunning,0,1,Ryan Nicholson,8,0010000,cf,1b,ss,lf,rf,dh,3b,c,2b,Ryan Nicholson,,Levesque
243,"Apr 03, 2009",coelor1,,Jeff Wagner,Max Tunning,Pat Richmond,Ryan Velvick,Ryan Schisler,Tyler McAllister,Adam Nisenson,Cody Raisch,Drew Otto,6,9,Josh Barber,16,300103020,lf,2b,1b,cf,3b,ss,rf,dh,c,Alec Lewis,"coe college
",Coe College,Alec Lewis,,9.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",3:40 pm   ,3:08   ,HP: Theodore Timbrook  1B: Scott Forsberg,"loras college
",Loras College,Ben Kuebel,Nick Olberding,Clark Egdorf,John Schroeder,BJ Juergens,Austin Brown,Adam Gross,Tyler Shireman,Alex Miklo,0,14,Greg Farrey,17,402040310,3b,ss,1b,c,dh,lf,cf,rf,2b,Kyler Laurie,,Kyler Laurie
88,"Apr 04, 2009",dbqwust1,1,"Midkiff, R.",Lehmann,Vom Brack,Bayer,"Kennedy, G.",Rogalski,Wenzel,Webb,Davis,0,12,Merzel,12,060204X,2b,rf,lf,1b,cf,dh,ss,c,3b,Merzel,washington u.,Washington U.,Bobby Orosco,,7.0,Y,,"St. Louis, Mo. (Kelly Field)",12:30 pm   ,2:10   ,HP: Steve Chew  1B: Jeff Morrow,"dubuque, univ. of","Dubuque, Univ. of",Chris Duran,Richard Garcia,Evan Bierman,Jesse Ramirez,Shadi Abuhakmeh,Alex Larson,Bill Albee,Chris Hylland,Caleb Russell,3,3,Andrew Denton,7,0021000,dh,lf,3b,c,rf,cf,1b,2b,ss,Bobby Orosco,,Merzel
