attendance,date,game_number,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
NA,3/12/2016,NA,Miller,Ferlita,Celata,Fish,Mink,Dearden,M. Davis,Selochan,Araujo,1,4,Thigpen,7,001011001,lf,3b,c,rf,1b,2b,dh,ss,cf,Powell,,oglethorpe,Blake Judkins,,9,NA,,"Auburndale,Fla (Lake Myrtle Park #1)",9:15 AM,2:15,,CEN,central,Garrett Saunders,Adam Lindell,Michael Reuter,Noah Stochl,Zach Brown,Spencer Gritsch,Ryan Garrett,Seth Griffiths,Dakotah Wolken,1,3,Blake Judkins,8,000002010,3b,rf,c,ss,1b,2b,dh,cf,lf,Dylan Diveney,Sunny 80,Thigpen
NA,3/7/2016,NA,Shane Lindemann,Mitch Lasceski,Michael Fischbach,Steven Marowski,Spencer Bonofiglio,Ronnie Williams,Jack Wyman,Joe Turnbull,Justin Dennis,0,8,Jack Wyman,10,00005201X,rf,lf/c,cf,1b,c,dh,3b/p,ss,2b,Matt Temrowski,,albion,Matt Schissel,,9,NA,,"Auburndale, Fla. (Lake Myrtle Park)",2:30 p.m,2:29,,CEN,central,Seth Griffiths,Spencer Gritsch,Adam Lindell,Michael Reuter,Garrett Saunders,Noah Stochl,Kyle Crampton,Zach Brown,Dylan Diveney,0,5,Kyle Crampton,10,020110100,lf,2b,rf,c,dh/3b,ss,1b/p,3b/1b,cf,Matt Schissel,Sunny; 81F,Matt Temrowski
147,"Apr 22, 2016",2,Austin Burlin,Bud Smith,Gage Reis,Hunter Hillygus,Trevor Luther,Jacob Petry,Jonathan Greiner,Taylor Harmon,Nick Carlisle,3,2,J Lowery,7,000000020,rf,c,dh,1b,lf,ss,3b,2b,cf,Trevor Dudar,"simpson college
",Simpson College,Dudar (1-4),,9,Y,Hoffman (1),"Indianola, Iowa (McBride Field)",5:47 pm   ,2:27   ,HP: Patrick McIlhon  1B: Aaron Perez,"loras college
",Loras College,Austin Konagel,Nolan Ritter,Tony Heiser,Patrick Walsh,Ryan Koester,Thomas Johnson,Lucas Jacque,Michael Muto,Danny Paluch,3,11,Hoffman,14,000001721,2b/3b,ss,rf,3b,1b,lf,dh,c,cf,Patrick Moriarty,NA,Hovey (2-0)
,"Apr 22, 2016",1,Austin Burlin,Bud Smith,Hunter Hillygus,Jonathan Greiner,Jacob Petry,Trevor Luther,Taylor Harmon,Trent Dooley,,1,1,Tyler Englehardt,2,0100000,rf,c,1b,3b,ss,lf,2b,cf,,Gage Reis,"simpson college
",Simpson College,Reis (2-4),,7,Y,,"Indianola, Iowa (McBride Field)",3:36 pm   ,1:39   ,HP: Aaron Perez  1B: Patrick McIlhon,"loras college
",Loras College,Austin Konagel,Nolan Ritter,Tony Heiser,Patrick Walsh,Ryan Koester,Thomas Johnson,Lucas Jacque,Michael Muto,Danny Paluch,2,6,Alex Steines,9,0002400,2b,ss,rf,3b,1b,lf,dh,c,cf,Alex Steines,NA,Steines (4-3)
78,"Mar 25, 2016",,Adam Regensb,Kellen Hathe,Jack Roberts,Doug Schaffe,Adam Dulsky,Jack Cloud,Alex Panstar,Nathan Micha,David Rosas,2,9,Alex Beschlo,13,000020511,rf,ss,2b,3b,dh,lf,c,1b,cf,Jack Bohen,williams college,Williams College,Alex Beschlo,,9,Y,Onken,"Tucson, Ariz. (Kino Sports Complex)",  ,2 hours   ,,"buena vista university
",Buena Vista Univ.,Neil Marshall,Brandon Wessels,Bennett Mann,Cameron Johnson,Devin Wagenman,Kendall Candor,Sartor,AJ Liddell,Devon Harms,3,12,Wes Onken,15,001320123,2b,lf,rf,1b,cf,dh,ss,3b,c,Jacob Hadaway,NA,Duncan
283,"Apr 26, 2016",1,Craig Konrardy,Kevin DeLaney,Michael Redmond,Grant Henning,Andrew Brierton,Colton Knox,"Urban, Dan",Nolan Arp,Jack Strellner,2,1,James Christ,4,0100000,ss,lf,cf,c,rf,1b,dh,3b,2b,David Keaton,"coe college
",Coe College,"Keaton, D",,7,Y,,"Cedar Rapids, Iowa (Bill Quinby Field)",1:02 pm   ,1:49   ,HP: Patrick McIlhon  1B: Bret Miell,#23 buena vista univ.,#23 Buena Vista Univ.,Neil Marshall,Brandon Wessels,Tanner Truesdell,Kendall Candor,Bennett Mann,Devin Wagenman,Michael Zellar,Noah Paper,Devon Harms,1,13,Tyson Valentine,17,1210036,2b,1b,lf,dh,rf,cf,3b,ss,c,Tyson Valentine,NA,Valentine (4-0)
47,"Mar 24, 2016",,Danny Weis,Patrick Walsh,Ryan Koester,Lucas Jacque,Thomas Johnson,Michael Muto,Luke Leibforth,Danny Paluch,Nolan Ritter,1,10,Brad Schwind,15,00400051X,cf,3b,1b,dh,lf,c,2b,rf,ss,Alex Steines,"loras college
",Loras College,R Negron (0-3),,9,Y,,"Auburndale, Fla. (Lake Myrtle Park)",10:30 AM   ,2:21   ,,mt. st. vincent,Mt. St. Vincent,C Weber,K Schroeher,M Nesensohn,K Brodesser,S Giustino,M Kochen,L Alvarado,X Ruiz,J Senisi,1,1,S Ali,4,100000000,lf,2b,cf,1b,c,rf,dh,ss,3b,R Negron,NA,Steines (3-0)
75,"Apr 22, 2016",1,Garrett Saunders,Spencer Gritsch,Ryan Bouwman,Michael Reuter,Kyle Crampton,Jacob Hirst,Noah Stochl,Zach Brown,Adam Lindell,1,5,Seth Eash,12,4000010,ss,lf,1b,c,dh,cf,2b,3b,rf,Charlie Palmer,"central college
",Central College,Palmer (2-1),,7,Y,,"Pella, Iowa (Kuyper Athl. Complex)",1 p.m.   ,1:48   ,HP: Michael Kelly  1B: Ron Acuna,"wartburg college
",Wartburg College,Blake Mahoney,Clay Henning,Zach Hovick,Jacob Thumann,Ryan Kemp,Tanner Johnson,Milton Croes,Mike Brown,Tyler Willis,3,8,Taylor Gilson,12,1013210,lf/3b,ss,1b,rf,cf,3b,dh,c,2b,Taylor Gilson,NA,Gilson (6-2)
75,"Mar 24, 2016",,Neil Marshall,Brandon Wessels,Bennett Mann,Cameron Johnson,Devin Wagenman,Kendall Candor,Sartor,Noah Paper,Devon Harms,6,12,Dalton Mason,13,000030171,2b,lf,rf,1b,cf,dh,3b,ss,c,Justin Lange,#23 buena vista univ.,#23 Buena Vista Univ.,Dresen (0-1),,9,Y,,"Tucson, Ariz. (Kino Complex #5)",1:28 pm   ,3:01   ,HP: Barry Gross  2B: Kirk Vanderlaan,"carthage
",Carthage,Korosic,DiMaso,Hero,Wade,Rave,Wiegold,Letto,Kaprelian,,2,11,Dresen,10,411010130,cf,rf,1b,3b,2b,ss,lf,c,,Helmich,NA,Mason (1-0)
,"Mar 22, 2016",2,Olstad,Setrum,Dandrea,Benson,Sammon,Tormey,Zerr,Espinosa,Szura,3,3,Bayer,2,0010200,dh,rf,c,cf,2b,3b,ss,1b,lf,Rushmeyer,"hamline university
",Hamline University,Rushmeyer,,7,Y,,"Tucson, Ariz. (Field 7)",3:35pm   ,  ,,#25 buena vista univ.,#25 Buena Vista Univ.,Neil Marshall,Brandon Wessels,Tanner Truesdell,Cameron Johnson,Bennett Mann,Devin Wagenman,Kendall Candor,Sartor,Noah Paper,2,17,Dalton Mason,19,0120464,2b,c,lf,1b,rf,cf,dh,3b,ss,Kendall Hazel,NA,Hazel
53,"Apr 10, 2016",,Tony Heiser,Patrick Walsh,Lucas Jacque,Ryan Koester,Thomas Johnson,Adrian Nunez,Austin Konagel,Nolan Ritter,Danny Weis,1,10,Robert Hovey,13,00302500X,rf,3b,c,1b,lf,dh,2b,ss,cf,Nick Spiess,"loras college
",Loras College,Coffey (0-1),,9,Y,,"Dubuque, Iowa (Petrakis Park)",11:00 AM   ,3:27   ,,"luther college
",Luther College,Alex Weber,Joe Silversmith,Jon Opdahl,Mitch Knippenberg,Czenvic Rojer,Bryce Hingst,Ryan Vijums,Jake Halverson,,1,5,Joey Cardamon,8,201002000,cf,ss,2b,c,rf,1b,lf,3b,,Cody Reimer,NA,Hovey (1-0)
213,"Mar 04, 2016",2,Vorpagel,Thompson,Grannis,Buss,Ryan,Dugandzic,Rath,Berry,Schaefer,3,8,Bock,12,0002105,ss,rf,lf,1b,cf,c,dh,2b,3b,Veness,marian (wi),Marian (WI),Reis (0-1),,7,Y,,"Tucson, Ariz. (Kino Memorial)",6:40 pm   ,8:03 pm   ,,"simpson college
",Simpson College,Luke Anctil,Trent Dooley,Gage Reis,Bud Smith,Austin Burlin,Trey Kehoe,Jonathan Greiner,Taylor Harmon,Adam Richman,2,7,Gage Reis,9,0320020,lf,cf,ss/p,c,dh,1b,3b,2b,rf,Trevor Dudar,NA,Bock (1-0)
150,"Apr 22, 2016",2,Garrett Saunders,Spencer Gritsch,Ryan Bouwman,Michael Reuter,Kyle Crampton,Jacob Hirst,Noah Stochl,Zach Brown,Kolby Reed,0,2,Matt Schissel,6,010010000,ss,lf,1b,c,dh,cf,2b,3b,rf,Matt Schissel,"central college
",Central College,Schissel (0-3),,9,Y,,"Pella, Iowa (Kuyper Alth. Complex)",3:20 PM   ,2:08   ,HP: Ron Acuna  1B: Michael Kelly,"wartburg college
",Wartburg College,Blake Mahoney,Clay Henning,Zach Hovick,Jacob Thumann,Tanner Johnson,Milton Croes,Ryan Kemp,Cody Hyler,Tyler Willis,1,5,Parker Bolt,12,200200001,lf,ss,1b,rf,3b,dh,cf,c,2b,Parker Bolt,NA,Bolt (5-0)
250,"May 07, 2016",2,Blake Mahoney,Clay Henning,Jacob Thumann,Ryan Kemp,Tanner Johnson,Milton Croes,Zach Hovick,Cody Hyler,Tyler Willis,0,6,Chris Tomkins,9,03000210X,lf,ss,rf,cf,3b,dh,1b,c,2b,Austin Bohling,#15 wartburg college,#15 Wartburg College,"Kammin, Z",,9,Y,,"Waverly, Iowa (Hertel Field)",3 pm   ,2:18 hr   ,HP: Eric Thorton  1B: Bret Mil,"coe college
",Coe College,Kevin DeLaney,Ben Jacobson,Craig Konrardy,Andrew Brierton,Michael Redmond,Grant Henning,Alec Zwanziger,Ben Larison,Jack Strellner,0,5,Tyler Verona,8,011010020,lf,1b,ss,rf/3b,cf,c,dh,3b,2b,Zach Kammin,NA,Sorenson (2-1)
389,"Mar 07, 2016",2,Alex Chapman,Andrew Curra,Ryan Rebar,JT Whitten,Darik Messie,Christian Co,Sam Huston,Zach Sugar,Cam Archer,1,4,Steven Hansc,6,0021001,lf,c,ss,1b,dh,cf,3b,2b,rf,Ben Walls,"husson
",Husson,,,7,Y,Ben Walls (0-1),"Auburndale, Fla. (Lake Myrtle Park #8)",11:15 am   ,1:57   ,,"coe college
",Coe College,Kevin DeLaney,Michael Redmond,Craig Konrardy,Grant Henning,Andrew Brierton,Alec Zwanziger,Ben Larison,Colton Knox,Thomas Simon,2,5,Lucas Robbins,13,4000010,lf,cf,ss,c,dh,2b,3b,1b,rf,David Keaton,NA,"Keaton, D"
125,"Apr 19, 2016",2,Garrett Saunders,Spencer Gritsch,Ryan Bouwman,Michael Reuter,Zach Brown,Kyle Crampton,Chris Riddle,Kolby Reed,Jacob Hirst,3,3,Mark Schroeder,5,2000010,ss,lf,1b,c,3b,dh,2b,rf,cf,Frankie Mauro,"central college
",Central College,Mauro (0-4),,7,Y,Dudar (2),"Pella, Iowa (Kuyper Athl. Complex)","3:00p.m,   ",1:52   ,,"simpson college
",Simpson College,Austin Burlin,Bud Smith,Gage Reis,Hunter Hillygus,Jacob Petry,Jonathan Greiner,Taylor Harmon,Jake Anctil,Trent Dooley,3,5,Trevor Dudar,7,0002030,rf,c,ss,1b,3b,dh,2b,lf,cf,Jalen Sickels,NA,Sickels (2-3)
65,"Mar 23, 2016",,Alex Weber,Jon Opdahl,Czenvic Rojer,Mitch Knippenberg,Joe Silversmith,Zach Hendrikson,Ryan Vijums,Jake Halverson,,1,13,Collin Nimrod,13,90130000X,cf,2b,rf,c,ss,1b,lf,3b,,Cody Reimer,"luther college
",Luther College,Jack Bohen (0-1),,9,Y,,"Tucson, Ariz. (Kino Sports Complex)",  ,2 hours   ,,williams college,Williams College,Adam Regensb,Kellen Hathe,Jack Roberts,Doug Schaffe,Adam Dulsky,Jack Cloud,Alex Panstar,Nathan Micha,David Rosas,1,11,Tyler Duff,15,202300130,rf,ss,2b,3b,dh,lf,c,1b,cf,Jack Bohen,NA,Reimer (2-0)
85,"May 01, 2016",2,Austin Thomas,Dalton Garst,Austin McWhite,Will Doherty,Michael Salazar,Jacob Evans,Eric Hall,Kyle May,Ryan Karrick,2,5,Chase Kueter,6,41000000X,3b,1b,cf,c,dh,lf,rf,2b,ss,Daniel Karnick,"dubuque, univ. of","Dubuque, Univ. of",Palmer (2-2),,9,Y,Kueter (1),"Dubuque, Iowa (Chlapaty Sports Comp)",2:00 pm   ,2:06   ,HP: Kevin Ferris  1B: Paul Keitel,"central college
",Central College,Garrett Saunders,Ryan Bouwman,Spencer Gritsch,Michael Reuter,Ryan Garrett,Dallyn Putz,Adam Lindell,Noah Stochl,Dakotah Wolken,1,3,Billy Coppage,8,000000012,ss,1b,lf,c,dh,3b,rf,2b,cf,Charlie Palmer,NA,Karnick (3-0)
,"Apr 23, 2016",1,Austin Burlin,Bud Smith,Gage Reis,Hunter Hillygus,Jacob Petry,Jonathan Greiner,Trent Dooley,Taylor Harmon,Trevor Luther,2,6,Nick Carlisle,11,0000312,rf,c,dh,1b,ss,3b,cf,2b,lf,Brock Borgeson,"simpson college
",Simpson College,Borgeson (5-4),,7,Y,,"Indianola, Iowa (McBride Field)",1:05 pm   ,2:00   ,HP: Michael Kelly  1B: Danny Duskin,"loras college
",Loras College,Austin Konagel,Luke Leibforth,Tony Heiser,Ryan Koester,Lucas Jacque,Thomas Johnson,Danny Paluch,Nolan Ritter,,0,11,Nick Petruzzi,16,0100280,3b,2b,rf,1b,c,lf,cf,ss,,Patrick Walsh,NA,Walsh (3-3)
,"Mar 15, 2016",1,Tyler Imrich,Dalton Garst,Michael Salazar,Will Doherty,Austin McWhite,Eric Hall,Jeremy Morski,Kyle May,Ryan Karrick,0,5,Trent Van Egtern,8,301000001,lf,3b,dh,c,rf/1b,cf,1b,2b,ss,Jacob Padilla,"dubuque, univ. of","Dubuque, Univ. of","Mueller, A",,9,Y,,"Tucson, Ariz. (Kino Sports Complex)",9:53 am   ,2:29   ,HP: Rhonda Pauls  1B: Brian Hodgson,concordia wisconsin,Concordia Wisconsin,Schubert,Szeszol,Thyssen,Dubnicka,Van Ells,Tewes,Ranieri,Hilliard,Mathiebe,5,4,"Mueller, A",6,100030000,ss,rf,lf,dh,3b,1b,2b,c,cf,Ruppel,NA,Van Egtern (1-0)
159,"Apr 03, 2016",2,Neil Marshall,Brandon Wessels,Tanner Truesdell,Cameron Johnson,Bennett Mann,Kendall Candor,Kolby Hilgenberg,Noah Paper,Steim,3,12,Wes Onken,15,00070401X,2b,c,lf,1b,rf,dh,cf,ss,3b,Keenan Jones,#25 buena vista univ.,#25 Buena Vista Univ.,Spiess (0-2),,9,Y,Onken (6),"Storm Lake, Iowa (BVU/SL BB Field)",3:30pm   ,2:30   ,HP: Mark Harris  1B: Cory Spangl,"loras college
",Loras College,Nolan Ritter,Patrick Walsh,Ryan Koester,Adrian Nunez,Lucas Jacque,Danny Weis,Luke Leibforth,Jake Oglesby,Danny Paluch,1,9,Matt Greene,12,020200014,ss,3b,1b,dh,c,cf,2b,lf,rf,Nick Spiess,NA,Jones (2-1)
177,"Mar 01, 2016",,Lubonovic,Shenefield,Storer,Eltzroth,Bostater,Peterson,Kasberg,Small,Barna,1,2,Eckert,8,001000100,cf,2b,dh,1b,3b,rf,ss,c,lf,Maier,"ohio northern
",Ohio Northern,Maier (0-1),,9,Y,Knouse (1),"Auburndale, Fla. (Lake Myrtle Park)",3:12   ,2:15   ,HP: Mark Torr  1B: Brian Trou,#20 wartburg college,#20 Wartburg College,Blake Mahoney,Tyler Willis,Ryan Kemp,Jacob Thumann,Milton Croes,Mike Brown,Tyler Mougin,Austin Lechtenberg,David Fitzgerald,2,3,Michael Knouse,7,000003000,3b/lf,2b,cf,rf,dh,c,ss,lf,1b,Parker Bolt,NA,Bolt (1-0)
283,"Mar 06, 2016",,B. VanDuser,A. Massey,M. Wilson,B. Spohr,J. Rodriguez,J. Silva,D. Matthews,K. Coppin,K. Tyrell,2,11,M. Formella,16,12100230011,3b,ss,2b,1b,dh,lf,rf,c,cf/rf,E. Palmer,"concordia university chicago
",Concordia-Chicago,a,,11,Y,Smith,"Winter Haven, Fla. (Chain of Lakes #4)",12:30 pm   ,3:26   ,,"coe college
",Coe College,Kevin DeLaney,Michael Redmond,Craig Konrardy,Grant Henning,Andrew Brierton,Alec Zwanziger,"Urban, Dan",Ben Larison,Thomas Simon,6,10,Tyler Smith,19,20000104210,lf,cf,ss,c,rf,2b,dh,3b,1b,Ben Jacobson,NA,M
423,"Apr 23, 2016",1,Craig Konrardy,Kevin DeLaney,Michael Redmond,Grant Henning,Andrew Brierton,Colton Knox,Brett Slager,Ben Larison,Jack Strellner,3,2,Tyler Smith,9,0020000,ss,lf,cf,c,dh,1b,rf,3b,2b,Zach Kammin,"coe college
",Coe College,"Kammin, Z",,7,Y,,"Cedar Rapids, Iowa (Bill Quinby Field)",12:59 pm   ,1:53   ,HP: Dennis Schroeder  1B: Eric Thornton,"luther college
",Luther College,Alex Weber,Czenvic Rojer,Jon Opdahl,Mitch Knippenberg,Joe Silversmith,Bryce Hingst,Cody Reimer,Max Uetz,Jake Halverson,1,9,Nate Beckman,8,0720000,cf,rf,2b,c,3b,1b,lf,dh,ss,Nate Beckman,NA,Beckman (7-1)
75,"Apr 25, 2016",2,Garrett Saunders,Spencer Gritsch,Ryan Bouwman,Kyle Crampton,Michael Reuter,Kolby Reed,Chris Riddle,Jacob Hirst,Ryan Garrett,1,4,Frankie Mauro,8,000130X,ss,lf,1b,dh,c,rf,2b,cf,3b,Frankie Mauro,"central college
",Central College,T,,7,Y,se (1-1),"Pella, Iowa (Kuyper Athl. Complex)","5:00 p,m   ",2:10   ,HP: Josh Mara  1B: Michael Kelly,#10 st. thomas,#10 St. Thomas,W. Bemboom,J. Smith,D. Ziemann,C. Quinlan,B. Johnson,H. Hart,M. Handberg,K. Knoll,Z. Gottfreds,1,3,B. Meyer,10,2000001,lf,cf,rf,1b,ss,dh,3b,c,2b,T. Feyereise,NA,Mauro (1-4)
NA,3/6/2016,NA,Shaun Vigeant,Brad Douglas,TJ Lynch,Edward Apice,Austin Barry,Tyler Rains,Andreas Brackett,S. Linnane,Jake Petrin,1,4,Stewart Braman,9,00200011,ss,cf,3b,rf,lf,dh,1b,2b/3b,c,Myles Levy,,rhode island college,Frankie Mauro,,8,NA,,"Auburndale, Fla. (Lake Myrtle Park #3)",5:15 pm,,,CEN,central,Seth Griffiths,Spencer Gritsch,Adam Lindell,Michael Reuter,Kyle Crampton,Garrett Saunders,Zach Brown,Noah Stochl,Jacob Hirst,1,3,Frankie Mauro,8,00300000,lf,2b,rf,c,1b,dh,3b,ss,cf,Dakotah Wolken,,Stewart Braman
67,"Mar 23, 2016",2,Benitez,Kane,Beeson,Mathieu,DeLosSantos,Smestad,Esposito,Vinall,Arana,3,0,Elliott,5,0000000,cf,1b,dh,lf,3b,2b,c,ss,rf,Bacon,thomas (me),Thomas (ME),Bacon (0-1),,7,Y,,"Auburndale, Fla. (Lake Myrtle Park)",5:20 PM   ,1:45   ,,"loras college
",Loras College,Danny Weis,Nolan Ritter,Patrick Walsh,Lucas Jacque,Ryan Koester,Thomas Johnson,Luke Leibforth,Austin Konagel,Danny Paluch,0,6,Patrick Walsh,6,0002130,cf,ss,p,c,1b,lf,2b,3b,rf,Patrick Walsh,NA,Walsh (1-0)
55,"Mar 06, 2016",2,Mayes,Turner,Popovich,Lipscomb,Vickers,Cherven,Mathey,Sparks,Jaquez,0,5,Woods,6,011012X,ss,cf,dh,2b,lf,c,rf,3b,1b,McMahon,"aurora
",Aurora,Greiner (0-1),,7,Y,Woods (1),"Tucson, Ariz. (Kino Sports Complex)",5:00   ,1:40   ,,"simpson college
",Simpson College,Trent Dooley,Gage Reis,Bud Smith,Trevor Dudar,Austin Burlin,Hunter Hillygus,Andy Anderson,Jacob Petry,Adam Richman,4,3,Jonathan Greiner,8,0201000,cf,ss,c,dh,rf,1b,2b,3b,lf,Jonathan Greiner,NA,Okamoto (1-0)
,"May 07, 2016",1,Luke Anctil,Austin Burlin,Sawer Ocheltree,Bud Smith,Jonathan Greiner,Trevor Dudar,Taylor Harmon,Jacob Petry,Trent Dooley,3,5,Trevor Dudar,13,1021100,lf,rf,1b,c,3b,dh/p,2b,ss,cf,Gage Reis,"simpson college
",Simpson College,Dudar (2-5),,7,Y,Onken (7),"Indianola, Iowa (McBride Field)",1:33 pm   ,2:43   ,HP: Jon Fye  1B: Patrick McIlhon,#20 buena vista univ.,#20 Buena Vista Univ.,Neil Marshall,Brandon Wessels,Tanner Truesdell,Kendall Candor,Bennett Mann,Devin Wagenman,Michael Zellar,Noah Paper,Devon Harms,1,7,Wes Onken,13,2200120,2b,1b,lf,dh,rf,cf,3b,ss,c,Tyson Valentine,NA,Valentine (6-0)
53,"Apr 08, 2016",1,Jarad Clevenger,Dalton Garst,Austin McWhite,Thomas Kempf,Tyler Lewan,Jacob Evans,Will Doherty,Kyle May,Gaetano Florio,2,6,Chase Kueter,12,0011004,rf,3b,cf,1b,dh,lf,c,2b,ss,Doug Van Dyke,"dubuque, univ. of","Dubuque, Univ. of",Van Dyke (1-2),,7,Y,Dudar (1),"Dubuque, Iowa (UD Baseball Field)",1 p.m.   ,3:12   ,HP: Kevin Ferris  1B: Paul Keitel,"simpson college
",Simpson College,Luke Anctil,Austin Burlin,Bud Smith,Gage Reis,Trevor Dudar,Jonathan Greiner,Jacob Petry,Taylor Harmon,Trent Dooley,0,7,Trevor Dudar,11,2001040,lf,rf,c,1b,dh/p,3b,ss,2b,cf,Brock Borgeson,NA,Borgeson (3-2)
250,"May 06, 2016",2,Blake Mahoney,Clay Henning,Jacob Thumann,Ryan Kemp,Tanner Johnson,Milton Croes,Zach Hovick,Mike Brown,Tyler Willis,0,2,Parker Bolt,7,000020000,lf,ss,rf,cf,3b,dh,1b,c,2b,Parker Bolt,#15 wartburg college,#15 Wartburg College,,,9,Y,Bolt (6-1),"Waverly, Iowa (Hertel Field)",6:14 pm   ,2:10   ,HP: Jason Kramer  1B: Ron Achuna,"coe college
",Coe College,Kevin DeLaney,Ben Larison,Craig Konrardy,Grant Henning,Michael Redmond,Andrew Brierton,Nolan Arp,Colton Knox,Jack Strellner,3,3,Ben Jacobson,10,000102000,lf,dh,ss,c,cf,rf,3b,1b,2b,Ben Jacobson,NA,"Jacobson, B"
,"May 06, 2016",1,Luke Anctil,Hunter Hillygus,Austin Burlin,Sawer Ocheltree,Bud Smith,Trent Dooley,Gage Reis,Jonathan Greiner,Taylor Harmon,2,11,Nick Carlisle,10,0030134,lf,1b,rf,dh,c,cf,ss/1b,3b,2b,Jalen Sickels,"simpson college
",Simpson College,Mason (3-1),,7,Y,,"Indianola, Iowa (McBride Field)",3:44 pm   ,2:34   ,HP: Jeff Osborne  1B: Todd Savag,#20 buena vista univ.,#20 Buena Vista Univ.,Neil Marshall,Brandon Wessels,Tanner Truesdell,Kendall Candor,Bennett Mann,Devin Wagenman,Michael Zellar,Noah Paper,Devon Harms,1,10,Wes Onken,9,2410300,2b,1b,lf,dh,rf,cf,3b,ss,c,Justin Lange,NA,Carlisle (1-0)
283,"Apr 26, 2016",2,Craig Konrardy,Kevin DeLaney,Michael Redmond,Grant Henning,Andrew Brierton,Brett Slager,Ben Larison,Ben Jacobson,Jack Strellner,2,10,Alex Milne,12,203201200,ss,lf,cf,c,dh,rf,3b,1b,2b,Thomas Schaedel,"coe college
",Coe College,"Kammin, Z",,9,Y,,"Cedar Rapids, Iowa (Bill Quinby Field)",3:19 pm   ,2:49   ,HP: Bret Miell  1B: Patrick McIlhon,#23 buena vista univ.,#23 Buena Vista Univ.,Neil Marshall,Brandon Wessels,Tanner Truesdell,Kendall Candor,Bennett Mann,Devin Wagenman,Michael Zellar,Noah Paper,Devon Harms,1,12,Dalton Mason,17,040401102,2b,1b,lf,dh,rf,cf,3b,ss,c,Adam Bernstorf,NA,Onken (3-1)
70,"Mar 21, 2016",,Pittard,J. Thompson,Italiano,C. Einertson,Stewart,Grippo,Einertson,Wade,,2,7,Ni. Horvath,12,02110021X,ss,cf,rf,lf,3b,2b,1b,c,,Hammel,depauw university,DePauw University,"Whitham, N",,9,Y,,"Tucson, Ariz.",2 pm MST   ,  ,,"luther college
",Luther College,Alex Weber,Jon Opdahl,Joe Silversmith,Mitch Knippenberg,Czenvic Rojer,Cody Reimer,Zach Hendrikson,Ryan Vijums,Jake Halverson,2,5,Collin Nimrod,7,100030010,cf,2b/3b,ss,c,dh,rf,1b,lf,3b,Blake Peterson,NA,Farrar (1-0)
NA,3/8/2016,NA,Garrett Saunders,Spencer Gritsch,Adam Lindell,Michael Reuter,Noah Stochl,Seth Griffiths,Zach Brown,Dakotah Wolken,Jacob Hirst,3,11,Billy Coppage,16,100210016,3b/lf,2b,dh,c,ss,rf,1b,lf,cf,Mark Schroeder,,central,Mark Schroeder,,9,NA,,"Auburndale, Fla. (Lake Myrtle Park #4)",Noon,,,,thomas more,Bailey Abbatiello,Ben Laumann,Donovan Pogue,Ben Kenning,Sean Lawrence,Tyler Harley,Zach Fardo,Casey Metzger,Marcus Woelfel,3,15,Ken Ruberg,17,435201000,3b,2b,1b,rf,dh,c,lf,cf,ss,Brandon Eladis,,Brandon Eladis
157,"Apr 12, 2016",2,Austin Burlin,Bud Smith,Gage Reis,Trey Kehoe,Taylor Harmon,Jacob Petry,Jonathan Greiner,Luke Anctil,Nick Carlisle,4,6,Gage Reis,10,11130000X,rf,c,ss/p,1b,2b,dh/p,3b,lf,cf,Jalen Sickels,"simpson college
",Simpson College,Eash (0-1),,9,Y,Reis (1),"Indianola, Iowa (McBride Field)",5:39 pm   ,2:18   ,HP: Todd Savage  1B: Patrick McIlhon,"central college
",Central College,Garrett Saunders,Spencer Gritsch,Ryan Garrett,Michael Reuter,Noah Stochl,Kyle Crampton,Kolby Reed,Chris Riddle,Dakotah Wolken,2,5,Dakotah Wolken,8,000113000,ss,lf,3b,c,2b,1b,rf,dh,cf/p,Seth Eash,NA,Sickels (1-2)
