attendance,date,game_id,game_number,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_10,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_10,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
132,"Feb 24, 2013",coeust2,2,Ben Larison,JD Hunter,Nick Stein,Michael Goerdt,Tim Kayser,AJ Reuter,Patton Hofer,Tanner Beck,Michael Redmond,1,3,Drew Arends,6,0002100,ss,3b,cf,lf,1b,dh,c,2b,rf,Ben Strellner,"coe college
",Coe College,Ben Strellner,,7,Y,,"Minneapolis, Minn. (Metrodome)",10:05 pm   ,1:58   ,,#2 st. thomas (minn.),#2 St. Thomas (Minn.),Ben Podobinski,NA,Jack Hogan,Tyler Peterson,Dylan Thomas,Tim Kuzniar,Sam Miller,J.D. Dorgan,Ryan Gerber,Jon Kinsel,0,8,Dylan Thomas,11,1102301,cf,NA,3b,1b,dh/p,lf,2b,c,rf,ss,Joey Toedt, Indoors,Dylan Thomas
100,"Apr 27, 2013",dbqwar4,2,Andrew Krehbiel,Ryan Doty,Ryan Powers,Drew Yoder,Clay Emmrich,Levi Montague,Tony Stenberg,Blake Wilson,Michael Schinstock,1,4,Michael Schinstock,8,010030000,cf,2b,3b,1b,lf,ss,dh,c,rf/p,Marcus Walczyk,#20 wartburg college,#20 Wartburg College,Marcus Walczyk,,9,Y,,"Waverly, Iowa (Hertel Field)",3:15 pm   ,1:53   ,HP: Josh Mara  1B: Ryan Farnsworth,"dubuque, univ. of","Dubuque, Univ. of",Andy Danna,NA,Nick Martin,Spencer Kuehn,Chris Briggs,Austin Monfross,Vince Parisi,Michael Riordan,Brock Grubbs,Aaron Laskowski,0,8,Josh Eastman,11,030020021,ss,NA,2b,rf,1b,3b,c,lf,dh,cf,Josh Eastman,,Josh Eastman
200,"Apr 20, 2013",dbqlut1,1,Andy Danna,Austin Monfross,Spencer Kuehn,Chris Briggs,Jordan Gawronski,Noah Mahlik,Nick Martin,Vince Parisi,Kyle Duggan,0,2,Spencer Kuehn,6,002000X,ss,3b,p,1b,rf,cf,2b,c,lf,Spencer Kuehn,"dubuque, univ. of","Dubuque, Univ. of",Alec Knop,,7,Y,,"Dubuque, Iowa (UD Baseball Field)",1:00 pm   ,1:25   ,HP: Larry Allen  1B: Mike Gan,"luther college
",Luther College,Eric Pittman,NA,Austen Graham,Mitch Knippenberg,Matt Larson,Zach Hendrikson,David Lowe,Aldon Severson,Dakotah Rostad,Andy Briggs,0,0,Alec Knop,1,0000000,ss,NA,2b,c,lf,rf,1b/3b,dh,3b,cf,Alec Knop," 40, Cloudy",Spencer Kuehn
165,"Mar 09, 2013",coeripon,,Zach Bayreuther,Mitchell Busch,Kyle Bosquez,Adam Grambow,Taylor Koth,Tom Sawyer,Nick Schmitt,Eric Sackett,Nick Uhen,3,6,Ken Knapp,10,0004200000,ss,c,2b,1b,cf,rf,3b,lf,dh,Steven Blader,ripon college,Ripon College,Ken Knapp,,10,Y,,"Auburndale, Fla. (Lake Myrtle Park)",5:30 pm   ,2:50   ,,"coe college
",Coe College,Ben Larison,NA,Michael Redmond,Nick Stein,Michael Goerdt,AJ Reuter,Tim Kayser,Patton Hofer,Tanner Beck,Craig Konrardy,5,7,Ben Strellner,15,0400000021,ss,NA,rf,cf,lf,1b,dh,c,2b,3b,Connor Alberhasky," 75 degrees, Partly Cloudy",Ben Strellner
54,"Mar 03, 2013",bvunpu,,Mike Coduto,Zak Worsley,Mike Kane,Joe Belmonte,Kyle Williams,Lou Diaz,Eric Sousanes,Vince Campanella,Rick DiVito,2,7,Kenny Blanchard,10,002003110,2b,cf,lf,1b/c,rf,dh,ss,c,3b,Wes Mleziva,north park univ.,North Park Univ.,Jason Meger,,9,Y,,"Sauget, Ill. (GCS Ballpark)",5:30   ,3:17   ,,"buena vista university
",Buena Vista Univ.,Weston Foxx,NA,Jesse Munsterman,Ryan Scheetz,Jeremy Lambert,Joe Paletta,Neil Eddie,Brandon Wessels,Nick Schlect,Dillon Plath,3,8,Jake Bjorkgren,16,000050210,2b,NA,ss,dh,3b,1b,c,lf,cf,rf,Jon Ringblom," Cloudy, 44 Degrees",Kendall Hazel
115,"Apr 14, 2013",bvudbq4,2,Noah Mahlik,Andy Danna,Jordan Gawronski,Spencer Kuehn,Chris Briggs,Nick Martin,Austin Monfross,Vince Parisi,Kyle Duggan,3,2,Max Nank,4,001010000,cf,ss,rf,dh,1b,2b,3b,c,lf,Tyler Trifiletti,"dubuque, univ. of","Dubuque, Univ. of",Tyler Trifiletti,,9,Y,,"Dubuque, Iowa",1:30   ,2:20   ,HP: P.Pupillo  1B: D.Saltzman,"buena vista university
",Buena Vista Univ.,Brandon Wessels,NA,Weston Foxx,Joe Paletta,Ryan Scheetz,Jesse Munsterman,Dillon Plath,Alex Brown,Neil Eddie,Ryan Titman,2,6,Jake Bjorkgren,10,001000302,lf/c,NA,2b,1b,dh,rf/lf,cf/rf,3b,c,ss,Adam Bernstorf," 52, Cloudy",Adam Bernstorf
150,"Apr 06, 2013",cendbq3,1,Sam Stetzel,Seth Carson,Michael Jontz,Jordan Judkins,Robbie Rushing,Adam Ariola,Jace Ahrendsen,Andrew O'Toole,Spencer Gritsch,1,5,Dirk Lindaman,5,000203X,cf,1b,lf,ss,dh,3b,c,rf,2b,Dirk Lindaman,"central college
",Central College,Spencer Kuehn,,7,Y,,"Pella, Iowa (Kuyper Athl. Complex)",1 p.m.   ,1:34   ,HP: Danny Daskin  1B: J.P. Richardson,"dubuque, univ. of","Dubuque, Univ. of",Noah Mahlik,NA,Andy Danna,Jordan Gawronski,Chris Briggs,Michael Campbell,Vince Parisi,Brock Grubbs,Nick Martin,Kyle Duggan,2,3,Joey Kilsdonk,8,1011000,cf,NA,ss,rf,1b,3b,c,dh,2b,lf,Spencer Kuehn," 64 Degrees, Wind SSW 23 mph",Dirk Lindaman
,"Mar 04, 2013",simiwc1,1,Nathan Strusz,Jeffrey Burdett,Jacob Neilson,Louis Rivera,Michael Reed,Brandon Harris,Ryan Daniels,David Barrios,Raul Lozano,3,8,Logan Thomas,15,3022001,ss,cf,1b,2b,rf,lf,c,3b,dh,Vincent Cambruzzi,iowa wesleyan coll.,Iowa Wesleyan Coll.,Vincent Cambruzzi,,7,Y,,"Tucson, Ariz. (Kino Sports Complex)",10:00 am   ,  ,,"simpson college
",Simpson College,Jake Barr,NA,Tyler Crandell,Tyler Craig,Michael Chia,Jake Esdohr,Ethan Hale,Josh Pirtle,Brett Crable,,1,15,Eric Jones,21,0046122,lf,NA,ss,1b,3b,c,2b,rf,cf,,Jake Scieszinski,,Kyle Helmerson
65,"Apr 01, 2013",coedbq4,2,Andy Danna,Jordan Gawronski,Spencer Kuehn,Chris Briggs,Michael Campbell,Aaron Laskowski,Michael Riordan,Vince Parisi,Kyle Duggan,0,12,Nick Martin,14,00023304,ss,2b,dh,1b,3b,cf,rf,c,lf,Nick Martin,"dubuque, univ. of","Dubuque, Univ. of",Kyle Brady,,8,Y,,"Dubuque, Iowa",3:45   ,2:10   ,HP: Woody Miller  1B: Alec Clark,"coe college
",Coe College,Ben Larison,NA,Tanner Beck,Nick Stein,Michael Goerdt,AJ Reuter,Kaileb Armbruster,Craig Konrardy,Patton Hofer,Michael Redmond,4,1,Jake Tickle,6,00010000,ss,NA,2b/3b,cf,lf,1b,dh,3b,c,rf,Kyle Brady," 36, Partly Cloudy",Nick Martin
113,"Apr 02, 2013",coewarn1,1,Ben Larison,Tanner Beck,Nick Stein,Michael Goerdt,Kaileb Armbruster,AJ Reuter,Tim Kayser,Patton Hofer,Michael Redmond,2,1,AJ Reuter,4,000010X,ss,2b,cf,lf,3b,p,1b,c,rf,AJ Reuter,"coe college
",Coe College,Michael Schinstock,,7,Y,,"Cedar Rapids, Iowa (Daniels Park)",1:00 pm   ,1:25   ,HP: Scott Behn  1B: Ryan Farnsworth,"wartburg college
",Wartburg College,Andrew Krehbiel,NA,Jackson Litterer,Ryan Powers,Drew Yoder,Blake Wilson,Tony Stenberg,Jake Raecker,Levi Montague,Craig Kerper,0,0,Michael Schinstock,2,0000000,cf,NA,2b,3b,1b,c,dh,rf,ss,lf,Michael Schinstock," 40 degrees, Fair, 13 mph Wind",AJ Reuter
65,"Apr 26, 2013",lorlut2,2,Eric Pittman,Andy Briggs,Zach Hendrikson,Aldon Severson,David Lowe,Thomas Weber,Brian Paulsrud,Mitch Knippenberg,Austen Graham,4,4,Andrew Withers,13,021000100,ss,cf,rf,dh,3b,lf,1b,c,2b,Alec Knop,"luther college
",Luther College,Alec Knop,,9,Y,,"Decorah, Iowa (Luther College)",  ,2:48   ,HP: Ryan Eckland  1B: Brant Bruhn,"loras college
",Loras College,Mark Jablonski,NA,Mike Pudlo,Mike Canevello,Patrick Walsh,Niko Andriotis,Alex Rodrigues,Eric DeSousa,Danny Fahlgren,Justin Montalvo,1,6,Jeremy Gerardy,13,300020010,cf,NA,ss,rf,1b,dh,2b,3b,c,lf,Adam Schwoebel,,Adam Schwoebel
95,"Apr 30, 2013",lutwar4,2,Andy Briggs,Eric Pittman,Zach Hendrikson,David Lowe,Mitch Knippenberg,Thomas Weber,Brian Paulsrud,Daniel Schoess,Austen Graham,0,4,Alex Byom,10,0120010000,cf,ss,rf,3b,c,dh,1b,lf,2b,Danny Smith,"luther college
",Luther College,Alex Byom,,10,Y,,"Decorah, Iowa (Luther College)",3:20 pm   ,2:50   ,HP: Dennis Schroeder  1B: Steve Schroed,#18 wartburg college,#18 Wartburg College,Andrew Krehbiel,NA,Ryan Doty,Ryan Powers,Drew Yoder,Blake Wilson,Levi Montague,Ryan Kemp,Michael Schinstock,Jackson Litterer,0,5,Michael Schinstock,17,1010002001,cf,NA,dh,3b,1b,c,ss,lf,rf/p,2b,Ben Rettenmeier,,Michael Schinstock
483,"Apr 13, 2013",cencoe1,1,Ben Larison,JD Hunter,Nick Stein,Michael Goerdt,AJ Reuter,Jory Heckenberg,Craig Konrardy,Michael Redmond,Patton Hofer,2,6,AJ Reuter,7,003120X,ss,2b,cf,lf,1b/p,dh,3b,rf,c,Drew Arends,"coe college
",Coe College,Ryan Goetzinger,,7,Y,,"Cedar Rapids, Iowa (Daniels Park)",2:00 pm   ,1:50   ,HP: Ryan Farnsworth  1B: Josh Mara,"central college
",Central College,Sam Stetzel,NA,Seth Carson,Michael Jontz,Robbie Rushing,Jordan Judkins,Adam Ariola,Jace Ahrendsen,Andrew O'Toole,Spencer Gritsch,2,4,Mark Schroeder,10,0121000,cf,NA,1b,lf,dh,ss,3b,c,rf,2b,Ryan Goetzinger," 47 Degrees,Cloudy,15 mph winds",Drew Arends
100,"Mar 10, 2013",cenoliv,,Michael Jontz,Sam Stetzel,Robbie Rushing,Seth Carson,Jordan Judkins,Adam Ariola,Andrew O'Toole,Jace Ahrendsen,Allen Mann,1,4,Judson McKown,10,000000112,lf,cf,ss,1b,3b,2b,dh,c,rf,Ryan Deuel,"central college
",Central College,Ryan Deuel,,9,Y,,"Fort Myers, Fla. (Terry Park)",10 a.m.   ,2:25   ,,olivet college,Olivet College,Jonny Zawacki,NA,Randy Young,Andrew Brawley,Joey Myers,Drew Thompson,Peter Panos,Joel Peters,Tom Kort,Conner Magro,0,6,Jensen Aubry,11,002202000,lf,NA,ss,1b,dh,rf,c,cf,2b,3b,Jake Ball,,Jake Ball
,"Apr 06, 2013",lorsim3,1,Mike Pudlo,Mike Canevello,Jordan Ries,Cody Richter,Alex Rodrigues,Patrick Walsh,Eric DeSousa,Danny Fahlgren,Mark Jablonski,3,3,Will Petrosky,5,0000003,ss,rf,lf,dh,2b,1b,3b,c,cf,Will Petrosky,"loras college
",Loras College,Eric Jones,,7,Y,,"Dubuque, Iowa (Petrakis Park)",1:00   ,1:45   ,HP: Gary Hart  1B: Mike Gan,"simpson college
",Simpson College,Tyler Crandell,NA,Tyler Craig,Jake Barr,Jake Scieszinski,Jake Esdohr,Brett Crable,Blake Heitmeier,Ethan Hale,Josh Pirtle,0,2,Eric Jones,5,0020000,ss,NA,1b,lf,dh,c,cf,3b,2b,rf,Gage Reis, Cloudy and a chance of rain,Will Petrosky
153,"Apr 26, 2013",coesim1,1,Brett Crable,Jake Barr,Tyler Craig,Tyler Crandell,Blake Heitmeier,Jake Scieszinski,Michael Chia,Jake Esdohr,Ethan Hale,2,6,Matt Pennings,11,022020X,cf,lf,1b,ss,rf,dh,3b,c,2b,Gage Reis,"simpson college
",Simpson College,Connor Alberhasky,,7,Y,,"Indianola, Iowa (McBride Field)",3:46 pm   ,1:39   ,HP: Alec Clark  1B: Kevin Frost,"coe college
",Coe College,Ben Larison,NA,Craig Konrardy,Nick Stein,Michael Goerdt,AJ Reuter,Nick Svare,Jacob Redman,Patton Hofer,Tanner Beck,1,4,Jack Hoffmann,5,0001030,ss,NA,3b,cf,lf,1b,rf,dh,c,2b,Connor Alberhasky," Mostly Cloudy, 67, Wind SW 17",Gage Reis
,"Mar 02, 2013",loraur1,1,Carlos Olavarria,Corey Landers,Tanner Oymaian,Ryan McMahon,Mike Foley,Cory Walden,Tim Brann,Jared Swain,Nick Turner,2,1,Thomas Ozlanski,9,0000000001,2b,lf,ss,c,rf,dh,3b,1b,cf,Drew Gay,#24 aurora university,#24 Aurora University,Jeremy Gerardy,,10,Y,,"Auburndale, Fla. (Lake Myrtle)",12:30 pm   ,  ,,"loras college
",Loras College,Mike Canevello,NA,Jordan Ries,Danny Fahlgren,Nick Battalini,Cody Richter,Patrick Walsh,Alex Rodrigues,Eric DeSousa,Mike Pudlo,1,0,Jeremy Gerardy,1,0000000000,rf,NA,lf,c,cf,dh,1b,2b,3b,ss,Will Petrosky,,Thomas Ozlanski
125,"Apr 20, 2013",cenwar2,2,Andrew Krehbiel,Ryan Doty,Ryan Powers,Drew Yoder,Clay Emmrich,Tony Stenberg,Michael Schinstock,Blake Wilson,Levi Montague,2,5,Michael Schinstock,6,10000211X,cf,2b,3b,1b,lf,dh,rf/p,c,ss,Ben Rettenmeier,#26 wartburg college,#26 Wartburg College,Ryan Dusil,,9,Y,,"Waverly, Iowa (Hertel Field)",  ,  ,HP: Alec Clark  1B: Ryan Eklund,"central college
",Central College,Sam Stetzel,NA,Jordan Judkins,Robbie Rushing,Adam Ariola,Michael Jontz,Zach Zylstra,Trent Smith,Seth Carson,Spencer Gritsch,2,2,Andy Carr,6,000100010,cf,NA,ss,dh,3b,rf,lf,c,1b,2b,Ryan Dusil,,Ben Rettenmeier
100,"Mar 13, 2013",cenrhod,,Michael Jontz,Sam Stetzel,Robbie Rushing,Adam Ariola,Jordan Judkins,Seth Carson,Grant Seuferer,Trent Smith,Allen Mann,0,12,Mark Schroeder,15,31206000X,lf,cf,ss,2b,3b,1b,dh,c,rf,Ryan Dusil,"central college
",Central College,Josh Olejnik,,9,Y,,"Winter Haven, Fla. (Lake Myrtle Complex)",4:15 p.m   ,2:45   ,,rhodes college,Rhodes College,Lynden Pindling,NA,Matthew Killary,Channing Arndt,Patrick Kilkenny,Andrew Wallis,Strother White,Sam Reid,Josh Keen,Jordan Infield,1,7,Daniel Morris,15,130000210,ss,NA,c,dh,rf,lf,1b,cf,3b,2b,Josh Olejnik, Sunny,Ryan Dusil
75,"Mar 03, 2013",simcuc1,,Dan Eichholzer,Robert Weis,Shawn Miller,Kyle Huber,Derek Binninger,Dan Lo Dolce,Tony Barreto,Rich Santarelli,Steve Zubrzycki,0,6,Kevin Pawell,14,10001022X,rf,ss,cf,dh,1b,lf,c,2b,3b,Dan Kluss,"concordia university chicago
",Concordia-Chicago,Junior Rodriguez,,9,Y,,"Tucson, Ariz. (Kino Complex 3)",1:00p   ,2:15   ,HP: John Gerads  1B: Jim Zarin,"simpson college
",Simpson College,Jake Barr,NA,Ethan Hale,Tyler Craig,Tyler Crandell,Michael Chia,Brett Crable,Jake Esdohr,Pedro Rosa,Blake Heitmeier,2,0,Brock Borgeson,8,000000000,lf,NA,2b,1b,ss,3b,cf,c,rf,dh,Junior Rodriguez," Sunny, 72",Dan Kluss
70,"Mar 08, 2013",cenheid,,Michael Jontz,Sam Stetzel,Robbie Rushing,Seth Carson,Jordan Judkins,Adam Ariola,Zach Zylstra,Jace Ahrendsen,Allen Mann,1,6,Judson McKown,10,40200000X,lf/p,cf,ss,1b,3b,2b,dh/lf,c,rf,Ryan Dusil,"central college
",Central College,Tyler Fruhwirth,,9,Y,,"Fort Myers, Fla. (Connie Mack Fld.)",3:45 p.m   ,2:15   ,,heidelberg univ.,Heidelberg Univ.,Joe Staab,NA,TJ Harkness,Eric Monroe,Joe Chiarappa,Steven Morse,Ben Blystone,Arneal Squibb,Andrew Zenczak,Jordan Martin,1,5,Tyler Fruhwirth,13,001003001,2b,NA,cf,1b,dh,3b,lf,rf,ss,c,Tyler Fruhwirth, 70 degrees,Ryan Dusil
,"Apr 20, 2013",bvusim1,1,Brandon Wessels,Weston Foxx,Joe Paletta,Ryan Scheetz,Jesse Munsterman,Dillon Plath,Neil Eddie,Alex Davis,Nick Schlect,0,4,Jake Bjorkgren,5,010102X,lf,2b,1b,dh,ss,rf,c,3b,cf,Jon Ringblom,"buena vista university
",Buena Vista Univ.,Gage Reis,,7,Y,,"Indianola, Iowa (McBride Field)",2:02 pm   ,  ,HP: Ricardo Alverio  1B: Aaron Perez,"simpson college
",Simpson College,Jake Barr,NA,Brett Crable,Tyler Craig,Tyler Crandell,Jake Scieszinski,Ethan Hale,Michael Chia,Jake Esdohr,Blake Heitmeier,2,0,Gage Reis,8,0000000,lf,NA,cf,1b,ss,dh,2b,3b,c,rf,Gage Reis," ptly cloudy, 46, wind W 5",Jon Ringblom
55,"Feb 24, 2013",simsrsu2,,Johnny Campos,Josh Vasquez,Emmett Crisp,Dakota Dill,Jesse Loter,Brian Lalima,Nolan Hoskins,Ely Gallego,BJ Brown,2,13,Dakota Dill,16,10601122X,2b,ss,c,dh/p,3b,rf,lf,1b,cf,Justin Vaigert,sul ross state univ.,Sul Ross State Univ.,Aaron Young,,9,Y,,"Clarksville, Ark. (Lonnie Qualls Field)",10:00 am   ,3:00   ,,"simpson college
",Simpson College,Jake Barr,Aaron Young,Tyler Crandell,Tyler Craig,Jake Esdohr,Ethan Hale,Michael Chia,Pedro Rosa,Josh Pirtle,Brett Crable,2,5,Zane Butler,10,100000400,lf,p,ss,1b,c,2b,3b,ph,rf,cf,Aaron Young,,Justin Vaigert
55,"Apr 01, 2013",coedbq3,1,Andy Danna,Jordan Gawronski,Chris Briggs,Michael Campbell,Noah Mahlik,Nick Martin,Vince Parisi,Aaron Laskowski,,0,4,Max Nank,11,1010200,ss,rf,1b,3b,lf,2b,c,cf,,Spencer Kuehn,"dubuque, univ. of","Dubuque, Univ. of",Spencer Kuehn,,7,Y,,"Dubuque, Iowa",1:15   ,2:00   ,HP: A.Clark  1B: W.Mill,"coe college
",Coe College,Ben Larison,NA,JD Hunter,Nick Stein,AJ Reuter,Michael Goerdt,Cole Tomlinson,Kaileb Armbruster,Patton Hofer,Nathan Brown,2,6,Ben Strellner,8,2040000,ss,NA,2b,cf,1b,lf,dh,3b,c,rf,Ben Strellner," 32, Partly Cloudy",Ben Strellner
150,"Apr 06, 2013",cendbq4,2,Sam Stetzel,Seth Carson,Michael Jontz,Jordan Judkins,Robbie Rushing,Adam Ariola,Andrew O'Toole,Trent Smith,Spencer Gritsch,3,4,Judson McKown,5,01000111X,cf,1b,lf,ss,dh,3b,rf,c,2b,Ryan Dusil,"central college
",Central College,Joey Kilsdonk,,9,Y,,"Pella, Iowa (Kuyper Athl. Complex)",3:00   ,2:00   ,HP: J.P. Richardson  1B: Danny Daskin,"dubuque, univ. of","Dubuque, Univ. of",Noah Mahlik,NA,Andy Danna,Jordan Gawronski,Chris Briggs,Spencer Kuehn,Austin Monfross,Vince Parisi,Michael Campbell,Aaron Laskowski,2,3,Joey Kilsdonk,8,000110100,lf,NA,ss,rf,1b,dh,2b,c,3b,cf,Nick Martin," 66 degrees, windy",Mark Schroeder
95,"Apr 14, 2013",bvudbq3,1,Noah Mahlik,Andy Danna,Jordan Gawronski,Spencer Kuehn,Chris Briggs,Nick Martin,Austin Monfross,Vince Parisi,Kyle Duggan,2,3,Spencer Kuehn,5,0000003,cf,ss,rf,p,1b,2b,3b,c,lf,Spencer Kuehn,"dubuque, univ. of","Dubuque, Univ. of",Lucas Hadaway,,7,Y,,"Dubuque, Iowa",11:00 am   ,2:00   ,HP: D.Saltzman  1B: P.Pupillo,"buena vista university
",Buena Vista Univ.,Brandon Wessels,NA,Ryan Scheetz,Joe Paletta,Jesse Munsterman,Dillon Plath,Weston Foxx,Alex Davis,Ryan Duncan,Nick Schlect,2,2,Lucas Hadaway,5,0020000,c,NA,dh,1b,ss,rf,2b,3b,lf,cf,Scott Harris," 46, Cloudy/Windy",Spencer Kuehn
132,"Mar 08, 2013",coeric,,Zach Hubbard,Kevin Carey,Dean Grasso,Alex Verrecchia,Matt Foley,Justin Rainville,Cody Ortega,Andreas Brackett,Mario Albunia,4,2,Chris Mann,6,000002000,ss,cf,rf,lf,c,dh,3b,1b,2b,David Hoey,rhode island college,Rhode Island College,David Hoey,,9,Y,,"Winter Haven, Fla. (Chain of Lakes Park)",12:30 pm   ,2:24   ,,"coe college
",Coe College,Ben Larison,NA,JD Hunter,Nick Stein,Michael Goerdt,AJ Reuter,Jory Heckenberg,Patton Hofer,Michael Redmond,Tanner Beck,0,6,Drew Arends,9,000310101,ss,NA,3b,cf,lf,1b,dh,c,rf,2b,Drew Arends," 68 degrees, sunny",Drew Arends
85,"Mar 09, 2013",dbqccm2,2,Kyle Kraemer,Phil Kuball,Braden Rahman,Michael Olson,Matt Schalow,Devin Johnson,Jordan Dormine,Brian Guler,Erik Hiedeman,1,4,Bryce Feia,8,0001012,rf,2b,ss,cf,lf,dh,c,1b,3b,Luke Kramer,concordia-moorhead,Concordia-Moorhead,Nick Martin,,7,Y,,"Minneapolis, Minn. (Metrodome)",12:30am   ,2:15   ,,"dubuque, univ. of","Dubuque, Univ. of",Andy Danna,NA,Nick Martin,Spencer Kuehn,Vince Parisi,Aaron Laskowski,Michael Campbell,Chris Briggs,Steve Ryan,Kyle Duggan,1,3,Nick Martin,5,1000002,ss,NA,2b/p,p,c,cf,3b,1b,rf,lf,Spencer Kuehn, Indoors,Bryce Feia
490,"May 10, 2013",iiac7,,Sam Stetzel,Jordan Judkins,Robbie Rushing,Adam Ariola,Zach Zylstra,Seth Carson,Andrew O'Toole,Jace Ahrendsen,Kirby Coppess,1,3,Judson McKown,9,11010000X,cf,ss,dh,3b,lf,1b,rf,c,2b,Ryan Dusil,"central college
",Central College,Adam Schwoebel,,9,Y,,"Cedar Rapids, Iowa (Veterans Mem. Stad.)",4:15   ,2:00   ,HP: R.Farnsworth  1B: A.Clark  2B: K.F,"loras college
",Loras College,Mark Jablonski,NA,Mike Pudlo,Mike Canevello,Niko Andriotis,Patrick Walsh,Alex Rodrigues,Eric DeSousa,Danny Fahlgren,Justin Montalvo,0,0,Jeremy Gerardy,9,000000000,cf,NA,ss,rf,dh,1b,2b,3b,c,lf,Adam Schwoebel," 58, Cloudy",Ryan Dusil
175,"Mar 29, 2013",simwar2,2,Andrew Krehbiel,Ryan Doty,Ryan Powers,Drew Yoder,Blake Wilson,Tony Stenberg,Clay Emmrich,Michael Schinstock,Levi Montague,0,6,Ben Rettenmeier,7,06000000X,cf,2b,3b,1b,c,dh,lf,rf,ss,Ben Rettenmeier,"wartburg college
",Wartburg College,Aaron Young,,9,Y,,"Indianola, Iowa (McBride Field)",6:05 pm   ,2:25   ,HP: Dan Grawe  1B: Toby Formill,"simpson college
",Simpson College,Jake Barr,NA,Tyler Crandell,Tyler Craig,Michael Chia,Ethan Hale,Blake Heitmeier,Jake Esdohr,Pedro Rosa,Brett Crable,2,5,Gage Reis,11,004010000,lf,NA,ss,1b,3b,2b,dh,c,rf,cf,Aaron Young,,Ben Rettenmeier
90,"Apr 24, 2013",loruwp,,Mark Jablonski,Mike Pudlo,Mike Canevello,Jordan Ries,Patrick Walsh,Alex Rodrigues,Niko Andriotis,Lucas Jacque,Eric DeSousa,3,7,Connor Schreck,10,0030300001,cf,ss,rf,lf,1b,2b,dh,c,3b,Matt Kass,"loras college
",Loras College,Murphy,,10,Y,,"Dubuque, Iowa (Petrakis Park)",6:00pm   ,8:50pm   ,HP: Brett Miell  1B: Woody Mill,"university of wisconsin-plateville
",Wis.-Platteville,Schroeder,NA,Bean,Greco,Demmon,Jester,Lewerke,Lehmann,Patton,Jacobson,6,6,Murphy,10,2001300000,2b,NA,rf,cf,1b,dh,3b,lf,c,ss,Daniels, 50 degrees & sunny,Connor Schreck
100,"Apr 27, 2013",dbqwar3,1,Andrew Krehbiel,Ryan Powers,Drew Yoder,Clay Emmrich,Levi Montague,Blake Wilson,Michael Schinstock,Jackson Litterer,,0,12,Joe Moen,18,640011X,cf,3b,1b,lf,ss,c,rf,2b,,Ryan Doty,#20 wartburg college,#20 Wartburg College,Max Nank,,7,Y,,"Waverly, Iowa (Hertel Field)",1 p.m.   ,1:43 hr   ,HP: Ryan Farnsworth  1B: Josh Mara,"dubuque, univ. of","Dubuque, Univ. of",Andy Danna,NA,Kyle Duggan,Spencer Kuehn,Chris Briggs,Austin Monfross,Michael Campbell,Jordan Gawronski,Vince Parisi,Aaron Laskowski,3,4,Joey Kilsdonk,7,2020000,ss,NA,lf,rf,1b,2b,3b,dh,c,cf,Max Nank,,Ryan Doty
300,"Apr 27, 2013",bvucen4,2,Sam Stetzel,Robbie Rushing,Adam Ariola,Zach Zylstra,Jordan Judkins,Seth Carson,Jace Ahrendsen,Kirby Coppess,,2,1,Ryan Deuel,2,0100000,cf,rf,3b,lf,ss,1b,c,2b,,Michael Jontz,"central college
",Central College,Michael Jontz,,7,Y,,"Pella, Iowa (Kuyper Athl. Complex)",4 p.m.   ,2:00   ,HP: JP Richardson  1B: Alec Clark,"buena vista university
",Buena Vista Univ.,Weston Foxx,NA,Ryan Scheetz,Joe Paletta,Brandon Wessels,Jesse Munsterman,Dillon Plath,Neil Eddie,Alex Davis,Nick Schlect,1,10,Jesse Munsterman,11,2008000,2b,NA,dh,1b,lf,ss/p,rf,c,3b,cf,Adam Bernstorf," 65 degrees, wind E at 5 mph",Adam Bernstorf
